parameter	value
pastml_version	1.9.34
character	geo_loc_name_country
log_likelihood	-73.57579511079803
log_likelihood_restricted_MAP	-78.64378237623146
method	MAP
model	F81
num_nodes	189
num_tips	95
scaling_factor	0.11709689543599866
smoothing_factor	0
state_changes_per_avg_branch	0.28258709379598973
Australia	0.02509342440364645
Canada	0.05110379730868159
Germany	0.04989852216779913
Ireland	0.025385310217509154
Singapore	0.025093424816004035
UK	0.32673526844300743
USA	0.4966902526433523
