node	Argentina	Australia	Canada	China	Czech Republic	Denmark	Germany	Ireland	Japan	Netherlands	Norway	Portugal	Singapore	UK	USA
Node_106	1.6556520255326014e-06	1.0858751856418597e-05	1.01503958491197e-05	0.9994839988480628	8.699884412561707e-06	1.7222755270732767e-06	5.948862490365631e-06	4.461105656065934e-06	3.23337977351219e-06	1.4871084965261165e-06	1.487109095754506e-06	1.4871192693214615e-06	1.0646040325987139e-05	0.00021331318239544252	0.00024085028476338293
SRR18969470	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_108	0.0015110825362294538	0.009792635462098473	0.008575139486468868	0.060326008580803676	0.005786397009156064	0.0014437831142864112	0.005429415062492693	0.004071567818257075	0.0029510451413713593	0.0013572561514102303	0.0013572566682123288	0.001357259879772172	0.00971644218061542	0.37449707035274543	0.5118276405560803
ERR5413852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_115	2.7818317966759155e-11	1.7882209551776374e-10	1.497605866505201e-10	2.997751367783631e-10	8.02505411307847e-11	2.507251219597234e-11	9.995297350956152e-11	7.495565101238418e-11	5.4327352605917836e-11	2.4986448201089863e-11	2.498645736109044e-11	2.4986467792267793e-11	1.7887513644059994e-10	0.9999999982089315	5.464987409540273e-10
ERR5414054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_121	3.138337080223059e-11	2.017269434765063e-10	1.6843195129886878e-10	3.315031652162091e-10	9.013677004156647e-11	2.818876432359666e-11	1.1276243344307793e-10	8.4561582788593e-11	6.128966731805726e-11	2.8188583243217775e-11	2.8188593554344203e-11	2.8188612929089062e-11	2.0179885644994148e-10	0.9999999980206334	5.830173665437937e-10
Node_124	4.6948152224253434e-07	3.0181450199464906e-06	2.536850243651736e-06	5.179678492238005e-06	1.361536399090353e-06	4.248865045188549e-07	1.6868767641460074e-06	1.2650043410180163e-06	9.168666558264134e-07	4.216888922283911e-07	4.2168904722908435e-07	5.768648052067878e-05	3.0188227444446374e-06	0.9999117653278101	9.826665042513776e-06
Node_129	2.491589367527604e-12	1.6055136441725644e-11	1.508264994476788e-11	4.827366637793914e-11	8.463236792241629e-12	2.5560242229926854e-12	8.952438225334895e-12	6.713514332833566e-12	4.865910580562449e-12	2.23794838652007e-12	2.237949279879765e-12	3.030983453720768e-10	1.6021217568616504e-11	0.9999999994066595	1.5629072505992984e-10
Node_138	0.00011336123486153909	0.0007286666419013104	0.0006084003520753514	0.0011974369024302697	0.00032558693305132836	0.00010182185738767751	0.0004073140766698945	0.00030544856086905616	0.0002213870656282122	0.00010182120415253079	0.00010182124139779737	0.00010182117460074823	0.0007289264019780236	0.9928502443312336	0.002105942021762637
ERR5414170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5414115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_169	3.5392415733875e-11	2.2861023008748483e-10	1.8980298020158554e-10	3.7355682888937555e-10	1.0157128050218331e-10	3.176471592711103e-11	1.2706718564705483e-10	9.528884087564006e-11	7.149328069312119e-11	3.1764544082061514e-11	3.1765973619961406e-11	3.1764502922182134e-11	2.273986833704742e-10	0.9999999977299691	6.927892890878842e-10
ERR5413516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_173	2.5277390162698838e-06	1.6323371468909556e-05	3.210019717089118e-05	2.6680632208678768e-05	7.254548155183997e-06	2.268738369642177e-06	9.07554782544087e-06	6.80583607262377e-06	5.097436260793139e-06	2.2687259795956813e-06	2.2688229181022755e-06	2.2687231561446615e-06	1.624154615227033e-05	0.9995240585647118	0.000344759570533846
Node_174	6.577439034041444e-07	4.3033259449168e-06	3.8134019098018303e-05	6.927847541723557e-06	1.8837026725216018e-06	5.890964452511724e-07	2.356540559695688e-06	1.767190915845718e-06	1.4453803756450141e-06	5.89094829849898e-07	5.891911074221498e-07	5.89092494930163e-07	4.217258081895076e-06	0.9998677919082926	6.815860773631478e-05
