node	geo_loc_name_country
Node_369	UK
Node_160	UK
Node_368	UK
Node_155	UK
Node_159	Germany
Node_198	UK
Node_367	UK
Node_137	UK
Node_154	UK
Node_158	Germany
ERR4298330	Germany
Node_163	UK
Node_197	UK
Node_200	UK
Node_366	UK
Node_20	UK
Node_136	UK
ERR5414348	UK
Node_153	UK
Node_156	Germany
Node_157	Germany
Node_161	UK
Node_162	Argentina
DRR317384	Japan
Node_196	UK
Node_199	Canada
SRR26728093	Canada
Node_202	UK
Node_365	UK
Node_18	UK
Node_19	UK
Node_77	UK
Node_135	USA
Node_144	UK
Node_152	UK
ERR7253705	Germany
ERR7253806	Germany
ERR4298294	Germany
ERR7253668	Germany
SRR12051642	USA
ERR5412031	UK
SRR32296699	Argentina
SRR32309033	Argentina
SRR25361510	Australia
Node_195	UK
SRR26728077	Canada
SRR26728012	Canada
Node_201	Norway
SRR30795411	USA
Node_205	UK
Node_364	UK
ERR5412328	UK
Node_17	UK
SRR25361502	Australia
ERR5412087	UK
Node_30	UK
Node_76	UK
SRR30795526	USA
Node_134	USA
ERR5412026	UK
Node_143	UK
Node_146	UK
Node_151	UK
Node_167	UK
Node_194	UK
ERR5384764	Norway
ERR2759462	Netherlands
ERR494970	UK
Node_204	UK
Node_214	UK
Node_363	UK
Node_4	UK
Node_16	UK
Node_21	UK
Node_29	UK
Node_71	UK
Node_75	UK
Node_103	USA
Node_133	USA
SRR18969533	China
Node_142	UK
ERR5413928	UK
Node_145	UK
Node_149	USA
Node_150	UK
ERR5412379	UK
Node_166	UK
Node_193	UK
SRR12051506	USA
Node_203	USA
SRR14719232	Singapore
Node_207	UK
Node_213	UK
Node_225	Japan
Node_362	UK
Node_2	UK
Node_3	UK
Node_15	UK
ERR5411978	UK
ERR5412515	UK
ERR5413857	UK
Node_23	UK
Node_28	UK
ERR494917	UK
Node_70	UK
Node_74	UK
ERR5413647	UK
Node_80	USA
Node_102	UK
Node_111	USA
Node_132	USA
ERR119102	UK
Node_141	UK
ERR5412451	UK
SRR29408760	China
SRR30795419	USA
Node_148	USA
SRR6046473	UK
ERR5413050	UK
Node_165	UK
ERR5414250	UK
Node_172	UK
Node_192	UK
SRR30795460	USA
SRR30795582	USA
Node_206	UK
ERR5412640	UK
Node_208	UK
Node_212	UK
DRR317461	Japan
Node_224	Japan
Node_229	UK
Node_361	UK
ERR5412336	UK
Node_1	UK
ERR5412598	UK
ERR5413787	UK
Node_14	UK
ERR5412423	UK
Node_22	UK
ERR494872	UK
ERR5413868	UK
Node_27	UK
ERR494908	UK
Node_69	UK
Node_72	UK
Node_73	UK
Node_78	USA
Node_79	USA
Node_91	UK
Node_101	UK
Node_105	USA
Node_110	USA
Node_117	UK
Node_131	UK
ERR115025	UK
Node_140	UK
Node_147	Germany
SRR30795528	USA
ERR5413555	UK
ERR5414304	UK
SRR29263881	USA
Node_171	UK
Node_190	UK
Node_191	UK
ERR5413259	UK
ERR5412452	UK
SRR32604920	China
SRR25637250	China
Node_210	UK
Node_211	Australia
DRR317406	Japan
DRR317397	Japan
Node_227	Germany
Node_228	Singapore
Node_235	UK
Node_360	UK
ERR5413970	UK
ERR5413124	UK
Node_5	UK
Node_13	UK
ERR363297	UK
ERR330811	UK
SRR6046406	UK
Node_26	UK
Node_33	UK
Node_68	UK
ERR374182	UK
ERR340552	UK
ERR4020112	Ireland
ERR5412125	UK
SRR12051701	USA
SRR7800410	USA
SRR12051553	USA
SRR12051552	USA
Node_82	UK
Node_90	UK
Node_92	Denmark
Node_100	Canada
Node_104	USA
SRR25361507	Australia
Node_107	USA
Node_109	USA
Node_116	UK
ERR5412446	UK
Node_122	UK
Node_130	UK
Node_139	UK
ERR119103	UK
ERR7253721	Germany
ERR5671703	Germany
Node_168	UK
Node_170	UK
Node_175	UK
Node_189	UK
ERR5413496	UK
ERR1081309	UK
ERR5414041	UK
Node_209	UK
SRR14719157	Singapore
SRR25361518	Australia
ERR4326573	Germany
Node_226	Germany
SRR14719252	Singapore
SRR14719284	Singapore
Node_231	UK
Node_233	UK
Node_321	UK
Node_359	UK
ERR5412952	UK
ERR5412080	UK
Node_12	UK
ERR5413148	UK
SRR6046443	UK
Node_25	UK
ERR5412078	UK
Node_32	UK
Node_57	UK
Node_67	UK
Node_81	UK
ERR5412437	UK
Node_85	UK
Node_89	UK
ERR363430	Denmark
ERR363483	Denmark
Node_99	Canada
ERR5413401	UK
SRR29263925	USA
SRR29263894	USA
SRR27279524	Czech Republic
Node_106	China
SRR18969470	China
Node_108	USA
ERR5413852	UK
Node_115	UK
ERR5414054	UK
Node_121	UK
Node_124	UK
Node_129	UK
Node_138	UK
ERR5414170	UK
ERR5414115	UK
ERR5412195	UK
Node_169	UK
ERR5413516	UK
