node	geo_loc_name_country
root	USA
n0	Australia
n00	USA
SRR6871406	Australia
SRR6871398	Australia
n1	USA
n2222	UK
n11	USA
n2121	Germany
n23	UK
n3333	UK
n2	USA
n44	USA
ERR7253823	Germany
ERR7253825	Germany
n2323	UK
n25	UK
ERR494842	UK
n34	UK
DRR317401	Japan
n22	USA
n5	USA
n7	USA
n24	UK
n2424	UK
ERR5413286	UK
n2525	UK
ERR5413403	UK
SRR6388764	UK
SRR26728048	Canada
n3	USA
n55	USA
SRR7800558	USA
n77	USA
n1818	Australia
ERR5412853	UK
ERR5412497	UK
ERR5412862	UK
ERR5413635	UK
n26	UK
n2828	UK
SRR32028574	USA
n33	USA
n6	USA
SRR7800550	USA
n8	Canada
n88	USA
n19	Australia
n1919	Australia
n2626	UK
n28	Germany
n29	UK
n3131	Ireland
SRR32028613	USA
n4	USA
SRR7800547	USA
n66	USA
SRR26728016	Canada
SRR26728018	Canada
n9	USA
n14	UK
ERR459815	Australia
ERR459817	Australia
n20	Australia
n21	Australia
ERR5413168	UK
n27	UK
ERR7253712	Germany
ERR5671701	Germany
n2929	UK
n30	UK
ERR4020111	Ireland
n32	Ireland
SRR32028571	USA
SRR32028610	USA
SRR7800548	USA
SRR7800559	USA
ERR5384783	Norway
n99	USA
ERR7253827	Germany
n1414	UK
n2020	Australia
ERR459819	Australia
ERR494957	Australia
ERR459818	Australia
ERR5413391	UK
n2727	UK
ERR5413267	UK
SRR6045518	UK
ERR5413505	UK
n3030	UK
n3232	Ireland
ERR4020070	Ireland
n10	USA
n12	USA
n15	UK
n18	Germany
ERR459820	Australia
ERR459821	Australia
ERR5413382	UK
ERR5412016	UK
n31	UK
SRR6046296	UK
ERR337733	Ireland
ERR363323	Ireland
n1010	USA
n1111	UK
n1212	UK
n1313	USA
n1515	UK
n1616	UK
ERR7253727	Germany
ERR7253726	Germany
ERR5413067	UK
SRR6045906	UK
SRR7800649	USA
SRR12051816	USA
ERR330766	UK
ERR363252	UK
ERR5413462	UK
n13	UK
SRR30795562	USA
DRR317488	Japan
n16	UK
ERR5413262	UK
n17	UK
n1717	UK
ERR5413609	UK
ERR5412044	UK
ERR340557	UK
ERR374187	UK
ERR5414162	UK
SRR6388679	UK
ERR5414218	UK
ERR5413423	UK
