node	geo_loc_name_country
Node_1386	UK
Node_212	UK
Node_1385	UK
Node_209	UK
Node_211	Singapore
SRR14719265	Singapore
Node_1384	UK
Node_21	UK
Node_208	Brazil
SRR14719218	Singapore
Node_210	Singapore
Node_231	Singapore
Node_1383	UK
SRR17774893	USA
Node_20	UK
Node_26	Brazil
Node_207	Brazil
SRR14719120	Singapore
SRR14719113	Singapore
Node_220	Canada
Node_230	Singapore
Node_553	UK
Node_1382	UK
SRR14719234	Singapore
Node_19	UK
ERR1045545	Brazil
Node_25	Brazil
ERR1045666	Brazil
Node_206	Brazil
SRR16943780	Canada
Node_219	Canada
Node_229	Singapore
SRR14719314	Singapore
Node_550	Taiwan
Node_552	UK
ERR5413362	UK
Node_1381	UK
SRR25361472	Australia
Node_18	UK
ERR1045540	Brazil
Node_24	Brazil
Node_201	Brazil
Node_205	Brazil
SRR16943784	Canada
Node_218	Canada
Node_227	Singapore
Node_228	Singapore
Node_236	Taiwan
Node_549	Taiwan
Node_551	UK
ERR12065633	Portugal
SRR14719126	Singapore
Node_1380	UK
ERR5413944	UK
Node_17	UK
ERR1045543	Brazil
Node_23	Brazil
Node_200	Brazil
ERR1045608	Brazil
Node_202	Brazil
Node_204	Brazil
SRR16943779	Canada
Node_217	Canada
Node_226	Singapore
ERR11194165	Spain
SRR14719227	Singapore
SRR14719111	Singapore
SRR30795477	USA
Node_235	Taiwan
Node_271	Taiwan
Node_548	Taiwan
ERR369309	UK
ERR337870	UK
Node_985	UK
Node_1379	UK
Node_16	UK
SRR6046031	UK
ERR1045542	Brazil
Node_22	Brazil
Node_29	Brazil
Node_199	Brazil
ERR1045594	Brazil
ERR1045601	Brazil
ERR1045630	Brazil
Node_203	Brazil
Node_216	Canada
SRR16943775	Canada
Node_222	Singapore
Node_225	Singapore
DRR317561	Taiwan
Node_234	Taiwan
Node_256	Japan
Node_270	UK
Node_349	Taiwan
Node_547	Taiwan
Node_964	Australia
Node_984	UK
Node_1074	UK
Node_1378	UK
Node_15	UK
ERR5413670	UK
ERR1045544	Brazil
ERR1045541	Brazil
ERR1045599	Brazil
Node_28	Brazil
Node_178	Brazil
Node_198	Brazil
ERR1045585	Brazil
ERR1045586	Brazil
SRR16943781	Canada
Node_215	Canada
ERR5384821	Norway
Node_221	Singapore
SRR14719262	Singapore
Node_224	Singapore
Node_233	Taiwan
SRR19357820	Taiwan
Node_239	Japan
Node_255	Japan
Node_269	UK
ERR5412163	UK
Node_281	Taiwan
Node_348	Taiwan
Node_391	Taiwan
Node_546	Taiwan
Node_915	UK
Node_963	Australia
Node_966	Germany
Node_983	UK
Node_987	UK
Node_1073	UK
Node_1108	Japan
Node_1377	UK
Node_4	UK
Node_14	UK
ERR1045587	Brazil
Node_27	Brazil
ERR1045636	Brazil
Node_177	Brazil
Node_193	Brazil
Node_197	Brazil
SRR16943782	Canada
Node_214	Canada
SRR14719310	Singapore
ERR7253663	Germany
Node_223	Spain
SRR14719154	Singapore
SRR18969490	China
Node_232	Taiwan
SRR32572297	Japan
Node_238	Japan
SRR32572302	Japan
Node_254	Japan
Node_259	UK
Node_268	UK
Node_276	Taiwan
Node_280	Taiwan
Node_295	Taiwan
Node_347	UK
Node_380	Taiwan
Node_389	Singapore
Node_393	Singapore
Node_545	Taiwan
Node_912	UK
Node_914	UK
Node_956	Australia
Node_961	Singapore
ERR5413287	UK
Node_965	Germany
Node_977	UK
Node_982	UK
DRR317536	Taiwan
SRR14719222	Singapore
Node_1038	UK
Node_1072	UK
Node_1075	Thailand
Node_1107	Japan
Node_1193	UK
Node_1376	UK
Node_3	UK
ERR5411951	UK
Node_13	UK
SRR6388738	UK
ERR1045640	Brazil
ERR1045595	Brazil
Node_30	Brazil
Node_176	Brazil
Node_183	Brazil
Node_192	Brazil
Node_194	Brazil
Node_196	Brazil
SRR16943783	Canada
Node_213	Canada
ERR11194159	Spain
ERR11194160	Spain
SRR32604963	China
DRR317568	Taiwan
SRR32572307	Japan
SRR32572291	Japan
Node_245	Japan
Node_253	Japan
ERR5413765	UK
Node_258	UK
Node_262	Germany
Node_267	UK
SRR14719239	Singapore
Node_275	UK
SRR14719224	Singapore
Node_279	Taiwan
Node_293	Taiwan
SRR14719248	Singapore
Node_318	UK
Node_346	UK
Node_358	Thailand
Node_379	Taiwan
Node_387	Singapore
DRR317603	Japan
SRR14719277	Singapore
Node_392	Singapore
Node_515	Taiwan
Node_544	Taiwan
Node_897	UK
Node_911	Singapore
ERR5384810	Norway
Node_913	UK
Node_921	Australia
Node_954	Australia
SRR14719195	Singapore
Node_960	Singapore
ERR7253759	Germany
ERR7253795	Germany
Node_969	UK
Node_976	UK
Node_979	UK
Node_981	UK
DRR317466	Japan
Node_1037	UK
Node_1061	UK
Node_1071	UK
SRR14043005	Thailand
SRR14043004	Thailand
Node_1095	Japan
Node_1106	Japan
Node_1147	USA
Node_1192	UK
Node_1206	Taiwan
Node_1375	UK
ERR5412151	UK
Node_2	UK
Node_10	UK
Node_12	UK
ERR1045610	Brazil
ERR1045606	Brazil
Node_95	Brazil
Node_175	Brazil
Node_182	Brazil
ERR1045709	Brazil
Node_191	Brazil
ERR1045705	Brazil
ERR1045641	Brazil
ERR1045623	Brazil
Node_195	Brazil
ERR1045535	Brazil
SRR16943777	Canada
SRR16943776	Canada
Node_242	Japan
Node_244	Japan
Node_252	Japan
SRR32572308	Japan
ERR5414317	UK
Node_257	UK
Node_261	China
ERR7253722	Germany
Node_263	USA
Node_266	UK
ERR373992	USA
Node_274	UK
SRR14719309	Singapore
Node_278	USA
DRR317510	Taiwan
Node_292	Taiwan
Node_308	UK
Node_317	UK
Node_340	UK
Node_345	UK
Node_353	Thailand
Node_357	Thailand
Node_374	Taiwan
Node_378	Taiwan
SRR14719207	Singapore
Node_386	Singapore
SRR14719171	Singapore
SRR14719186	Singapore
Node_509	Taiwan
Node_514	Taiwan
Node_539	Taiwan
Node_543	Taiwan
Node_896	UK
SRR14719276	Singapore
SRR14719296	Singapore
Node_910	Singapore
ERR5412005	UK
ERR5412754	UK
Node_920	Australia
SRR14719139	Singapore
Node_927	Canada
Node_953	Australia
SRR14719230	Singapore
