node	Argentina	Australia	Brazil	Canada	China	Czech Republic	Denmark	Germany	Ireland	Japan	Norway	Portugal	Singapore	Spain	Taiwan	Thailand	UK	USA
Node_200	5.352516481519021e-18	5.628006520691245e-17	0.9999999999999988	4.295308616594922e-17	7.112074413073152e-17	1.6051772176752524e-17	1.0703645504400775e-17	4.830492945845891e-17	1.070360331265956e-17	1.5828731366980225e-16	2.1413460018271305e-17	5.352640423304016e-18	2.6143107646073206e-16	2.0898124195297128e-17	2.344270453181483e-17	1.6209667803572613e-17	3.478786264479247e-16	1.8341473065284052e-16
ERR1045608	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_202	7.4725425065180775e-16	7.857148707161726e-15	0.9999999999998187	5.996595494276733e-15	9.929026569970756e-15	2.240956199011775e-15	1.4943148009445638e-15	6.743755762341014e-15	1.4943089106389338e-15	2.209817912236454e-14	2.9894908451126657e-15	7.472715539195307e-16	3.649787605741671e-14	2.9175458290514884e-15	3.272789662331239e-15	2.2629996955069334e-15	4.856664771078902e-14	2.5606168161410253e-14
Node_204	1.0427520984567899e-13	1.09642177279458e-12	0.9999999999746779	8.367918322042828e-13	1.3855409029040983e-12	3.1271307952159667e-13	2.0852338987443868e-13	9.410539272981527e-13	2.0852256791477257e-13	3.0836790331831737e-12	4.1716696149128534e-13	1.042776244212694e-13	5.093077331429032e-12	4.071274312502915e-13	4.566997491451992e-13	3.1578912789570786e-13	6.7772078608134425e-12	3.573199558310596e-12
SRR16943779	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_217	3.2275910958517227e-16	3.3937128071198195e-15	3.3385412013967284e-16	0.9999999999999237	4.2886123056194046e-15	9.679289569534264e-16	6.454345548012875e-16	2.9128085965709202e-15	6.454320106206387e-16	9.544794975429584e-15	1.2912411036054596e-15	3.2276658335584677e-16	1.5764409462914076e-14	1.2601661260170717e-15	1.4136054446885433e-15	9.77450133038735e-16	2.097723493322158e-14	1.1059989325525109e-14
Node_226	9.053851259975729e-06	0.00010359680891472505	9.411623185265187e-06	0.0005343140743457644	0.00012054446793345556	2.71517816405966e-05	1.8106668103568094e-05	0.0006424553327431519	1.8105409873902302e-05	0.0002686835193710113	0.0015064186448768288	1.99137581386889e-05	0.8939488051573382	0.1017392527780541	4.765142171357928e-05	2.743483706125292e-05	0.0006468562699544319	0.0003122435954915897
ERR11194165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
SRR14719227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SRR14719111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SRR30795477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Node_235	1.6912334222016315e-10	1.77856123573086e-09	1.7493792272590012e-10	1.3577744139264168e-09	7.192749870094302e-06	5.072252401746168e-10	3.3820312226667e-10	1.5293226703482471e-09	3.382682728173512e-10	5.043656643141395e-09	6.766060879405756e-10	1.6933292657775616e-10	1.898992715667758e-08	6.603365416168323e-10	0.9999927512836883	5.122979721880405e-10	1.1272482129914816e-08	1.2448386146568843e-08
Node_271	1.7235861311408303e-06	1.814177575310216e-05	1.7828768811557196e-06	1.3882530093573934e-05	2.7017722746635275e-05	5.1723746081725466e-06	3.4467499060894314e-06	4.4540236277409554e-05	3.4528588707834742e-06	0.0004475320026504159	6.895696759489802e-06	1.7333682143136384e-06	0.0010720571778784368	6.730401918202839e-06	0.9976107831948379	5.23091316812901e-06	0.0006036197104331434	0.00012625682287179983
Node_548	9.810747210503909e-10	2.2100479668130493e-08	1.0173414024996217e-09	5.61103003846498e-08	4.25682895317452e-08	6.432272757899618e-09	1.98530813419464e-09	2.6060163876177745e-08	8.132681603906304e-09	5.32818157432029e-07	3.940887436602465e-09	1.5883180927423884e-09	0.0009916833434293157	3.907808915717481e-09	0.9989830493469432	1.4171606929144822e-08	2.162125756677992e-05	2.92423736994632e-06
ERR369309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR337870	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_985	0.0003944461639654909	0.25566078788125146	0.0004147871364659181	0.0040769388099217525	0.005487728829033394	0.001182912916255969	0.0007901230132265438	0.14419359388263003	0.0007889145279639688	0.013718013774209219	0.009962339766857944	0.001978964404832101	0.12055211692516377	0.0016846898057024785	0.004209645808007934	0.001210770497481999	0.41498350338364137	0.01870972247338864
Node_1379	3.767770677059164e-05	0.0015163226069671095	3.91348464830179e-05	0.0003568484745336938	0.030318503917811525	0.00011301293966339105	0.00023652771871239794	0.0007584313570911549	9.076926359455415e-05	0.11126907922091508	0.00019494642210770216	7.551725619563017e-05	0.005464291095254243	0.00015342431746525204	0.10743775126187564	0.002075697637263781	0.5212960673514933	0.21856599660580203
