node	Australia	Bangladesh	Canada	China	Czech Republic	Germany	Ireland	Portugal	Taiwan	UK	USA
Node_61	4.487302993254475e-09	4.487305495328663e-09	7.689580698399639e-09	1.3965023960509081e-08	4.487305883579899e-09	4.487304768225761e-09	9.218373229848996e-09	1.9359581363247235e-08	1.4392839949609294e-08	0.9999998768373484	4.0588033275420134e-08
SRR27279531	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_64	0.018215199218514076	0.01821520937887283	0.031214126735426072	0.0566878799852021	0.01847571187322738	0.018215206423611432	0.037438155854673826	0.018215361871801644	0.17905648565573862	0.34182712131835613	0.2624395416845758
Node_67	0.017669359028835548	0.0176693688815147	0.0302787581640623	0.0549891599867967	0.01767507308774779	0.017669366018023706	0.07478808069702479	0.01766939265419106	0.05683821450573076	0.4310513263197758	0.2637019006562968
Node_75	0.00511144707133496	0.005111449921439752	0.008759133225397635	0.015907435029770847	0.005111641959335658	0.005111449093189023	0.7383986117474621	0.005111452592638516	0.01640008862587816	0.14715433187636823	0.04782295885718496
Node_85	3.035749246756414e-13	3.0357509394590756e-13	5.202153464593417e-13	9.447614977811728e-13	3.035750962664338e-13	3.0357504475596035e-13	6.236411769138111e-13	3.035752196997735e-13	9.736903905780894e-13	5.696395092840762e-12	0.9999999999897234
Node_91	3.0357711137921793e-13	3.0357728065070336e-13	5.202190936619799e-13	9.4476830306441e-13	3.0357728297124633e-13	3.035772314604018e-13	6.236456691108971e-13	3.0357740640547514e-13	9.736974042412295e-13	5.696436124976522e-12	0.9999999999897233
SRR26728025	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR18969500	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_101	4.2486913584392214e-09	4.248694403901363e-09	2.409330491799757e-08	2.2574596560038153e-08	4.248693759943448e-09	4.248693039026688e-09	8.952780114257237e-09	4.248695487457723e-09	1.3627311124833403e-08	0.999999871078738	3.8429801288549165e-08
SRR26727955	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR12574868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR4020113	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ERR5412118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6046455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6388759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_8	2.2667509591308832e-12	2.262933457877396e-12	3.877830349988747e-12	7.04251582451729e-12	2.262933475175246e-12	2.268023988681546e-12	4.648795349462245e-12	2.2629343952818022e-12	7.912197110592124e-12	0.9999999998890321	7.616291572366312e-11
ERR5414098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR12051695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR5413103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_46	3.663055661264983e-14	3.663057703747271e-14	6.277125068748203e-14	0.9999999999985428	3.663057731747663e-14	3.6630571102018233e-14	7.52510223343685e-14	3.6630592211433837e-14	1.1748935131375725e-13	6.87349665520866e-13	3.3132645614926843e-13
Node_50	1.63058506164343e-11	1.6305859708409458e-11	2.7942208128045934e-11	0.9999999993512746	1.6305859833051356e-11	1.6305857066281054e-11	3.349749614491078e-11	1.6305866462998148e-11	5.229960963471446e-11	3.059691690125414e-10	1.4748778612271607e-10
SRR28113959	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR28113969	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR5412407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR374005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
DRR317502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ERR5412993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR30795442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Node_69	8.372609915655903e-07	8.37261458415449e-07	1.4347562377547087e-06	2.6056564100958968e-06	8.372843579070464e-07	8.372613227476437e-07	0.9999595040745912	8.372618712797669e-07	2.6861057273155512e-06	2.1820457213166854e-05	7.762619818537778e-06
Node_74	0.0026184192762858153	0.002618420736289949	0.004487003965970685	0.008148834163184149	0.002618426325286406	0.002618420312012385	0.02649197357392263	0.002618421837016093	0.008398515371201795	0.9156516388632205	0.02372992557560968
SRR12051838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Node_84	3.0277472327327065e-13	3.027748920973527e-13	5.188440966757295e-13	9.422711752479854e-13	3.0277489441176224e-13	3.0277484303706664e-13	6.219973041701193e-13	3.0277501751974065e-13	9.711238135894003e-13	5.681379810051449e-12	0.9999999999897505
Node_90	3.1835853708904677e-13	3.1835871460250367e-13	5.455490002905251e-13	9.907698689311563e-13	3.1835871703603586e-13	3.1835866301708487e-13	6.540115029688522e-13	3.183588464803814e-13	1.021107552454499e-12	5.973800406524561e-12	0.999999999989223
SRR7800680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ERR5412500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5413518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_7	1.3027606885543503e-12	1.3027603074935269e-12	2.2324489664391973e-12	4.0543437320874386e-12	1.302760317451819e-12	1.3027615727935881e-12	2.6762899447430577e-12	1.3027608471529008e-12	4.178678681350705e-12	0.9999999999685447	1.1799721421322049e-11
SRR28113989	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_45	3.584825801151017e-14	3.584827800013137e-14	6.143067969578583e-14	0.9999999999985739	3.58482782741554e-14	3.5848272191437125e-14	7.364392774039293e-14	3.584829285003057e-14	1.1498019601607832e-13	6.726703176879397e-13	3.2425049970375205e-13
