node	Australia	Canada	Denmark	Germany	Japan	Norway	Singapore	Spain	Sweden	Taiwan	UK	USA
Node_57	0.9999999999898894	1.966039645905544e-12	3.3677553910962703e-13	3.3682668206779844e-13	3.3680624921886934e-13	6.725575024386844e-13	1.0109065925638578e-12	3.36802755429601e-13	3.366462735479559e-13	6.740974420456691e-13	1.6104070975408911e-12	2.4928207563214927e-12
Node_87	0.9999999998526308	1.1568136217481955e-11	1.988479757113675e-12	1.977348322108031e-12	1.9930573367089715e-12	3.970748334609078e-12	5.941978743055036e-12	1.977412913916074e-12	1.982820565483338e-12	3.960529791658674e-12	9.730452821736985e-11	1.4704345821750552e-11
Node_92	1.2515921073118676e-11	1.4589485816272664e-11	2.500682821310539e-12	2.4984838398423104e-12	2.5019026664605367e-12	4.993910222074248e-12	7.666193438394762e-12	2.4983519368646393e-12	2.4986184324949272e-12	5.000988193646795e-12	0.9999999999241383	1.8597135729026437e-11
Node_93	1.1839335484549745e-11	1.3797610234582874e-11	2.3651577550520948e-12	2.362738717882332e-12	2.3664419620943468e-12	4.723253909393399e-12	7.271745943156001e-12	2.362619983257492e-12	2.3630599446740266e-12	4.729375176338308e-12	0.999999999928218	1.7600705607059156e-11
SRR4423485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Node_115	0.00042851270042753225	0.00035774164319555705	7.039582448389238e-05	5.530423079114196e-05	7.621404582414058e-05	0.00014012834554975282	0.001147795140337523	5.5558817003202246e-05	6.389641082204114e-05	0.00011492120458155438	0.9964575028105352	0.0010320288264482663
Node_31	6.219028084822817e-11	0.9999999992417052	1.2410869437129327e-11	1.2409481177509523e-11	1.2413259660308595e-11	2.478502490886536e-11	3.8222337784727865e-11	1.3135631976231874e-11	1.2404704198331853e-11	2.5569003285254706e-11	4.528257408390893e-10	9.192844905914856e-11
ERR5414389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR14719161	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Node_39	0.000714532856058907	0.004855166895781877	0.00012575028883280448	0.00012374298567763436	0.00012654092562349616	0.00025106849830950674	0.0009772654632926624	0.0005736238377622474	0.00012483428855003767	0.000701652688059106	0.9904560989653967	0.0009697223066550439
ERR5412612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR494979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR23701777	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_49	0.9999934251964423	7.446253844496744e-07	1.2742460115458394e-07	1.2728453561895373e-07	1.2749751791188866e-07	2.54468461065677e-07	3.8262710542628517e-07	1.276149441203703e-07	1.2730742705244548e-07	2.5514803979061593e-07	3.354536905719836e-06	9.462686350801196e-07
ERR484959	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_56	0.9999999999999976	4.61331273668045e-16	7.902438583314822e-17	7.903639736548987e-17	7.903158779410934e-17	1.5781562941957e-16	2.3720927417899286e-16	7.903078278432454e-17	7.899405830724292e-17	1.5817699457651517e-16	3.777988408661655e-16	5.849404454584192e-16
Node_77	0.9999999999999967	5.310710157638221e-16	9.102065360545741e-17	9.09514644451339e-17	9.106087240666948e-17	1.8177027023846781e-16	2.7302351443550564e-16	9.094649244675583e-17	9.095017012019043e-17	1.820462643066219e-16	1.0726838162508204e-15	6.736323313578721e-16
Node_86	0.9999999834444683	3.202602085378795e-09	5.486009713719428e-10	5.486731431099071e-10	5.486552806745682e-10	1.0955830908496751e-09	1.646721489687062e-09	5.486343676376285e-10	5.483856302697025e-10	1.0980728091878485e-09	2.708859178370813e-09	4.0607437150270065e-09
ERR343235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR374105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR369189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR330854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_114	7.578585861952737e-06	3.849616042877677e-06	2.6858644730953436e-08	1.7354432707598942e-06	2.688182638573804e-08	5.3636424121972414e-08	8.396316033059559e-08	2.680786692104851e-08	2.682524651731056e-08	5.3668168181874764e-08	0.9999796113275405	6.926385946591369e-06
SRR16943799	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_30	1.171810413511626e-12	0.9999999999894351	2.341110498035054e-13	2.341157752063535e-13	2.3414425129327814e-13	4.675304816427691e-13	7.118618088278358e-13	2.4095044103716904e-13	2.3400798976062724e-13	4.754541505948693e-13	4.827361544840626e-12	1.733488382809539e-12
Node_36	0.0027652933118806236	0.01339870401388313	0.0005392550564656001	0.0005377043283258141	0.000539931988112832	0.0010768699565146984	0.0021019546778035213	0.000900144774084855	0.000538348961570206	0.0014419108169801786	0.9721369484317902	0.004022933682588386
Node_38	4.06859182857306e-05	7.282624509228545e-05	8.029464390244143e-06	8.0179239145786e-06	8.035102863426492e-06	1.6034855135300833e-05	2.7879335467658432e-05	1.0850447259191644e-05	8.02091847382836e-06	1.8905418100128913e-05	0.9997210350149623	5.967935605525437e-05
