node	geo_loc_name_country
Node_58	UK
Node_2	UK
Node_57	UK
ERR1081311	UK
Node_1	UK
Node_3	UK
Node_56	UK
ERR5412762	UK
ERR5412137	UK
ERR5412638	UK
ERR5413940	UK
Node_17	UK
Node_55	UK
Node_15	UK
Node_16	UK
Node_34	UK
Node_54	UK
Node_14	UK
ERR3198481	UK
ERR340538	UK
ERR374168	UK
Node_33	UK
SRR4011161	UK
Node_36	UK
Node_53	UK
Node_7	UK
Node_13	UK
ERR7253826	Germany
Node_32	UK
Node_35	UK
SRR12051872	USA
Node_45	UK
Node_52	UK
Node_6	UK
ERR5413771	UK
Node_8	UK
Node_12	UK
Node_25	UK
Node_31	UK
ERR330752	UK
ERR5413686	UK
Node_38	Czech Republic
Node_44	UK
Node_46	UK
Node_51	UK
Node_5	UK
ERR5411968	UK
SRR6046061	UK
ERR5412884	UK
Node_11	UK
ERR5414203	UK
Node_20	UK
Node_24	UK
Node_27	UK
Node_30	UK
Node_37	Czech Republic
SRR28858256	Czech Republic
ERR5413122	UK
Node_43	UK
ERR115091	UK
ERR115077	UK
ERR7253809	Germany
Node_50	UK
ERR5414150	UK
Node_4	UK
ERR5412914	UK
Node_10	UK
ERR5413639	UK
Node_19	UK
ERR485002	UK
Node_23	UK
ERR7253708	Germany
Node_26	Ireland
Node_28	UK
Node_29	UK
SRR27279515	Czech Republic
SRR27279527	Czech Republic
SRR6046069	UK
Node_42	UK
ERR5412961	UK
Node_49	UK
ERR5412426	UK
ERR5413251	UK
ERR5412943	UK
Node_9	UK
Node_18	UK
ERR5413789	UK
ERR5414297	UK
Node_22	UK
ERR459973	Ireland
ERR4020104	Ireland
ERR5413969	UK
ERR5412731	UK
ERR5412770	UK
ERR5412055	UK
Node_41	UK
ERR5412793	UK
ERR5413080	UK
Node_48	UK
ERR5414087	UK
ERR5396043	UK
ERR5412258	UK
ERR5413559	UK
ERR5412260	UK
Node_21	UK
Node_39	UK
Node_40	UK
ERR5413823	UK
Node_47	UK
ERR5412279	UK
ERR5413041	UK
ERR5414254	UK
SRR6388705	UK
SRR6046648	UK
ERR5413711	UK
ERR5412377	UK
ERR5414198	UK
