node	geo_loc_name_country
Node_279	UK
Node_1	UK
Node_278	Taiwan
DRR317590	Taiwan
SRR14719106	Singapore
Node_2	Singapore
Node_277	Taiwan
SRR14719295	Singapore
SRR14719253	Singapore
Node_136	Taiwan
Node_276	Japan
ERR2524314	Netherlands
Node_135	Taiwan
Node_143	Japan
Node_275	Japan
Node_18	Thailand
Node_134	Taiwan
SRR6871404	Australia
Node_142	Japan
Node_163	Japan
Node_274	Japan
Node_16	Thailand
Node_17	Thailand
Node_74	Taiwan
Node_133	Taiwan
DRR317410	Japan
DRR317436	Japan
ERR490668	UK
Node_162	USA
Node_164	Singapore
Node_273	Japan
Node_3	Thailand
Node_15	Thailand
SRR14066540	Thailand
SRR14043016	Thailand
Node_68	Taiwan
Node_73	Taiwan
Node_106	Japan
Node_132	Taiwan
SRR32604910	China
Node_161	USA
SRR14719211	Singapore
SRR14719179	Singapore
SRR32604964	China
Node_272	Japan
SRR14043037	Thailand
SRR14043052	Thailand
Node_11	Thailand
Node_14	UK
Node_25	Taiwan
Node_67	Taiwan
Node_71	Taiwan
Node_72	Taiwan
DRR444231	Japan
Node_105	Japan
Node_129	Taiwan
Node_131	Taiwan
Node_151	USA
Node_160	Canada
Node_185	Japan
Node_271	Japan
Node_9	Thailand
Node_10	Thailand
Node_12	UK
Node_13	UK
DRR317517	Taiwan
Node_24	UK
Node_29	Taiwan
Node_66	Taiwan
ERR5412506	UK
SRR19357823	Taiwan
DRR317529	Taiwan
DRR317572	Taiwan
DRR317597	Japan
Node_103	Japan
ERR2759465	Netherlands
Node_128	Taiwan
Node_130	Taiwan
DRR317491	Taiwan
Node_145	Brazil
Node_150	USA
SRR25361527	Australia
Node_159	Canada
Node_177	Japan
Node_184	Japan
Node_191	Japan
Node_270	Japan
SRR30795565	USA
Node_8	Thailand
SRR14043018	Thailand
SRR14043017	Thailand
ERR5413440	UK
SRR6045937	UK
SRR6046826	UK
ERR5412126	UK
Node_22	UK
Node_23	UK
Node_26	Germany
Node_28	UK
