node	geo_loc_name_country
root	UK
n0	UK
n18	UK
n00	UK
ERR5413696	UK
n1818	UK
n2626	UK
n1	UK
n22	UK
n19	UK
SRR18969469	China
n27	UK
n29	UK
n11	UK
n2	UK
n3	UK
SRR29408725	China
n1919	UK
n2222	UK
n2727	UK
n2828	UK
n2929	UK
n50	UK
SRR6388701	UK
ERR5413748	UK
SRR6388693	UK
ERR5412229	UK
n33	UK
n44	UK
n20	UK
n2121	Spain
n23	UK
n2323	UK
n28	UK
ERR363310	UK
ERR494834	UK
ERR459984	UK
n30	UK
n48	UK
n5050	UK
n56	USA
n4	UK
ERR5413888	UK
n5	UK
n1111	UK
n2020	UK
n21	UK
ERR11194149	Spain
ERR11194148	Spain
ERR5412117	UK
ERR494901	UK
n24	UK
ERR1081305	UK
ERR490697	UK
ERR330824	UK
n3030	UK
n47	Singapore
n4848	UK
ERR3198400	UK
n51	USA
n5454	USA
DRR317387	Japan
n5656	USA
ERR337794	UK
ERR363384	UK
ERR494904	UK
n55	UK
n12	UK
n1414	UK
ERR5413721	UK
ERR5412182	UK
ERR5412720	UK
ERR5413149	UK
n2424	UK
n26	UK
DRR317481	Japan
n31	UK
ERR485005	UK
n4747	Singapore
SRR14719282	Singapore
n49	UK
n5151	USA
n5252	USA
SRR32028581	USA
n5555	USA
SRR21939514	USA
SRR21939513	USA
n6	UK
n9	UK
SRR19357822	Taiwan
n1212	Australia
n15	UK
n17	UK
n25	UK
ERR5413042	UK
ERR363342	UK
ERR337752	UK
n3131	UK
DRR317382	Japan
SRR14719273	Singapore
SRR14719147	Singapore
ERR5412201	UK
n4949	UK
SRR21939475	USA
n52	USA
SRR21939479	USA
n53	USA
SRR32028583	USA
SRR32028582	USA
n66	UK
ERR5414314	UK
n99	UK
ERR5413643	UK
n13	Australia
n1313	Australia
SRR30795427	USA
n1515	UK
ERR5413134	UK
n1717	Canada
ERR5412736	UK
n2525	UK
n32	UK
n36	UK
SRR6046570	UK
ERR5414208	UK
SRR21939477	USA
SRR21939476	USA
SRR21939474	USA
n5353	USA
n7	UK
ERR5412009	UK
ERR5412599	UK
n10	UK
SRR25361433	Australia
SRR25361442	Australia
SRR25361556	Australia
n14	Australia
n16	UK
n1616	UK
SRR26728013	Canada
SRR26727994	Canada
ERR5414289	UK
ERR5413296	UK
n3232	UK
n3535	UK
SRR25361449	Australia
n3636	UK
n54	USA
SRR21939478	USA
ERR5413020	UK
n77	UK
ERR5413449	UK
n1010	UK
SRR25361492	Australia
SRR25361565	Australia
ERR330754	UK
ERR363240	UK
ERR330765	UK
ERR363251	UK
n3333	UK
n3434	UK
ERR5414275	UK
ERR5413736	UK
n37	UK
n45	Germany
SRR21939643	USA
SRR21939642	USA
n8	UK
SRR6046312	UK
ERR5412798	UK
SRR6045069	UK
SRR6388717	UK
n34	UK
ERR5412665	UK
n35	UK
ERR5412619	UK
n3737	UK
n4545	Germany
n46	Germany
SRR6045771	UK
n88	UK
ERR5412249	UK
SRR6388750	UK
ERR5413183	UK
ERR5412071	UK
n38	UK
n4343	UK
ERR4298298	Germany
ERR4298317	Germany
n4646	Germany
ERR7253672	Germany
ERR5413480	UK
ERR5413541	UK
ERR374143	UK
n3838	UK
ERR5414262	UK
n4444	UK
ERR7253802	Germany
ERR7253692	Germany
ERR340513	UK
n39	UK
ERR494911	UK
ERR5412715	UK
n3939	UK
n42	UK
ERR340528	UK
n40	UK
n4242	UK
n43	UK
n4040	UK
ERR374158	UK
ERR490693	UK
ERR490680	UK
ERR337755	UK
ERR363345	UK
ERR351978	UK
n41	UK
ERR5413780	UK
n4141	UK
ERR374039	UK
ERR343177	UK
