node	Australia	Canada	China	Germany	Japan	Singapore	Spain	Taiwan	UK	USA
SRR21939476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR21939474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
n5353	2.0746143865637e-12	1.0586152420794634e-12	2.03016109279073e-12	1.0158594211709821e-12	3.022797419108565e-12	2.112220648154808e-12	1.0158077004753516e-12	1.0158074364564053e-12	1.8742956894990984e-11	0.9999999999679112
n7	1.1861374157631614e-14	6.052617239587489e-15	1.1607390365830135e-14	5.80796792580607e-15	1.7279941737686692e-14	1.206376673333104e-14	5.8078747401951265e-15	5.807844305650847e-15	0.9999999999998977	2.6052626569772125e-14
ERR5412009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n10	1.1861283628736141e-14	6.052571044539079e-15	1.16073017754008e-14	5.8079235979807875e-15	1.7279809852964184e-14	1.2063674659726252e-14	5.80783041308106e-15	5.807799978769063e-15	0.9999999999998977	2.6052427729783085e-14
SRR25361433	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR25361442	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR25361556	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n14	0.9999999999999973	7.84790716013111e-17	1.482784092418158e-16	7.41913209737203e-17	2.2074404622444347e-16	1.5415258051743653e-16	7.418933359606118e-17	7.753010783643757e-17	1.381991038519735e-15	3.335278092464768e-16
n16	2.1298596458025745e-11	1.294254909637853e-11	1.7413274356192054e-11	8.704842383494275e-12	2.5928916778218095e-11	1.8244997864837838e-11	8.702050636124182e-12	1.9809552833695995e-11	0.9999999998254758	4.147940691115967e-11
n1616	2.1285292071017922e-11	1.290990825937672e-11	1.744299334202751e-11	8.719815070524516e-12	2.597308787500809e-11	1.8274052381823406e-11	8.717056135524708e-12	1.9686126192576734e-11	0.9999999998254754	4.15162552507645e-11
SRR26728013	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR26727994	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR5414289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5413296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n3232	1.7973552538064296e-07	6.382492761058675e-08	1.224691244142155e-07	1.155843173775837e-07	2.1436337757230532e-07	1.611384196812742e-07	6.122034816222962e-08	6.129643842853588e-08	0.9999987354688967	2.848986246219921e-07
n3535	1.974795545051899e-10	7.949400626438555e-11	1.525020833137949e-10	1.177326346792198e-10	2.514738960228277e-10	1.8432317151016384e-10	7.626147150891083e-11	7.631936085425876e-11	0.9999999985144826	3.4993116705372017e-10
SRR25361449	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n3636	0.16520780577620472	0.0007922703139881921	0.0015264854486848397	0.16420110095340157	0.005572895708088019	0.005073416848158786	0.0007577862996320802	0.0007656525397456246	0.6516445351057235	0.004458051006372637
