node	Australia	Canada	China	Germany	Japan	Singapore	Spain	Taiwan	UK	USA
n3737	1.9313383995723322e-07	1.9231451630965993e-09	3.696334788487468e-09	1.9096244193349222e-07	9.321641470978633e-09	7.87636572064331e-09	1.8425487421970351e-09	1.8516456896974322e-09	0.9999995799016838	9.490352980471124e-09
n4545	6.72333899304909e-16	3.558879855424089e-17	6.827650624494355e-17	0.9999999999999959	1.1379571354826736e-16	8.38000505725227e-17	3.414072313010284e-17	3.416952290902828e-17	2.9777787487670517e-15	1.5704511088173187e-16
n46	6.723356304303878e-16	3.558889018839358e-17	6.827668204351087e-17	0.9999999999999959	1.1379600654979473e-16	8.380026634111855e-17	3.4140811035746285e-17	3.4169610888825204e-17	2.9777864159535562e-15	1.5704551524197433e-16
SRR6045771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n88	4.0130614027432734e-11	2.0477833602557933e-11	3.9271310089918504e-11	1.9650111025650742e-11	5.846326598217031e-11	4.0815369286772535e-11	1.9649795750562222e-11	1.9649692781294546e-11	0.9999999996537481	8.814391042539688e-11
ERR5412249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6388750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5413183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n38	9.184391859937788e-12	9.744095835925156e-14	1.8725792018716753e-13	9.07515993437725e-12	4.601407106332381e-13	3.8623880203881436e-13	9.336633204839916e-14	9.379833894233378e-14	0.9999999999799452	4.770030455845188e-13
n4343	2.3646067891612753e-07	2.4576569803342863e-08	4.713983233890092e-08	2.116343010466267e-07	7.397452584797237e-08	5.3005223011754705e-08	2.3579979702378848e-08	2.3588911414150905e-08	0.9999991990480273	1.0699195071716842e-07
ERR4298298	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR4298317	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n4646	3.4853940966429996e-17	1.7784463338585338e-17	3.410610660717493e-17	0.9999999999999996	5.077385007818004e-17	3.544711472667171e-17	1.70653340799541e-17	1.7065244728443914e-17	3.1483965146823937e-16	7.655069268145575e-17
ERR7253672	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR5413480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5413541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR374143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n3838	1.239155558002994e-14	6.103529338892039e-15	1.1705045609018522e-14	6.286666927192267e-15	1.7434001259344908e-14	1.2174432043065124e-14	5.856721729408941e-15	5.856711737324989e-15	0.9999999999998961	2.6274526211124675e-14
ERR5414262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n4444	0.00020264505260935217	0.00010338553330562302	0.0001982673290110149	9.924599083148824e-05	0.0002951617036825887	0.00020606359187072288	9.920505461562688e-05	9.920453665377722e-05	0.9982518126909368	0.0004450085164829909
ERR7253802	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR7253692	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR340513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n39	1.9339159858324754e-12	9.86836184576651e-13	1.8925024281163933e-12	9.469511573525562e-13	2.8173716433932296e-12	1.966911418799206e-12	9.469326610193827e-13	9.46927699042238e-13	0.9999999999833139	4.24769545351907e-12
ERR494911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n3939	1.2448435051311668e-14	6.3521823530722994e-15	1.2181880553233664e-14	6.0954246558125045e-15	1.8135186257998778e-14	1.2660844580586287e-14	6.095326694741525e-15	6.095294753891852e-15	0.9999999999998928	2.734206182271653e-14
n42	4.046672886622511e-08	2.064934614577814e-08	3.960022780650092e-08	1.9814690963606945e-08	5.895292634515283e-08	4.115721930499919e-08	1.9814373044642403e-08	1.9814269212953537e-08	0.9999996508480565	8.888216167502919e-08
ERR340528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n40	1.0372530471417153e-11	5.292890681558267e-12	1.015042681084922e-11	5.0789498321928175e-12	1.5110957620626502e-11	1.054951866272293e-11	5.07886834326472e-12	5.078841728873377e-12	0.9999999999105045	2.2782492092738445e-11
n4242	1.632826263213097e-08	8.331979295683545e-09	1.5978630793381108e-08	7.995197216719178e-09	2.3787414781055575e-08	1.6606874459639362e-08	7.995068938232025e-09	7.995027042305711e-09	0.9999998591177299	3.586381503819078e-08
n43	4.871120650187707e-11	2.4856334882974865e-11	4.766816909608174e-11	2.3851631457743496e-11	7.096368423580458e-11	4.9542373820128075e-11	2.3851248771599607e-11	2.3851123785790578e-11	0.9999999995797136	1.0699054391939828e-10
n4040	9.52291244580193e-06	4.859347936803447e-06	9.319001382898966e-06	4.662931066034561e-06	1.3873213174940717e-05	9.685403465177715e-06	4.662856251902368e-06	4.662831817506186e-06	0.9999178351331992	2.091636925958486e-05
ERR374158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR490693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR490680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR337755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR363345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR351978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n41	9.523181720779487e-06	4.859485342330807e-06	9.319264891977992e-06	4.663062917573184e-06	1.3873605461353889e-05	9.685677334838446e-06	4.662988101325507e-06	4.662963666238404e-06	0.9999178328098615	2.091696070205532e-05
ERR5413780	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n4141	1.9923232273785324e-11	1.0166418960068618e-11	1.9496622505761897e-11	9.755488064600428e-12	2.9024655014016358e-11	2.02631856588294e-11	9.755331543227212e-12	9.755280423136311e-12	0.9999999998280998	4.375989860819114e-11
ERR374039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR343177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
