node	geo_loc_name_country
root	UK
n0	UK
n4	UK
n00	Denmark
n1	UK
n44	UK
n43	UK
ERR363475	Denmark
ERR363422	Denmark
n11	UK
ERR5412101	UK
n5	UK
n77	UK
n4343	UK
n49	UK
ERR5413519	UK
n2	UK
ERR5413013	UK
n55	UK
n8	Singapore
n9	UK
n4444	UK
n46	UK
n4949	UK
n62	UK
n22	UK
ERR5413019	UK
n6	UK
SRR6045118	UK
SRR14719135	Singapore
n88	Singapore
ERR5412370	UK
n99	UK
n45	Singapore
n4545	Australia
n4646	UK
n4747	China
n50	UK
n5757	UK
n6262	UK
n6767	UK
n3	UK
ERR5412132	UK
ERR5411995	UK
n66	UK
SRR14719208	Singapore
SRR14719285	Singapore
n10	UK
n3434	UK
SRR14719149	Singapore
SRR14719235	Singapore
SRR23701795	Australia
SRR23701796	Australia
SRR7800730	USA
n47	UK
ERR5414308	UK
n48	China
n5050	Spain
SRR32604912	China
n58	UK
n5959	UK
SRR27279523	Czech Republic
n63	UK
n68	UK
n7171	UK
ERR5414186	UK
n33	UK
n7	UK
ERR5413809	UK
n1010	UK
n2121	UK
n35	UK
n40	UK
SRR32604928	China
DRR317509	Taiwan
n4848	China
SRR29408737	China
n51	Spain
n5454	Spain
ERR459871	UK
n5858	UK
n60	UK
n61	UK
n6363	UK
n65	UK
n6868	Singapore
n7070	UK
DRR317460	Japan
n72	UK
ERR5412110	UK
ERR5413824	UK
ERR5412158	UK
SRR6046166	UK
n1111	UK
n1919	UK
n2222	UK
n24	UK
SRR25361462	Australia
n3535	Germany
n4040	UK
SRR25361426	Australia
SRR18969508	China
SRR25361476	Australia
n5151	Netherlands
n54	Germany
n5555	Spain
SRR25361450	Australia
ERR490670	UK
n59	UK
ERR2759452	Netherlands
n6060	UK
n6161	UK
SRR14719138	Singapore
n64	UK
SRR29760148	South Korea
DRR317512	Taiwan
n6565	UK
SRR14719167	Singapore
n69	Singapore
DRR317567	Taiwan
n71	Ireland
n7272	USA
