node	Australia	Canada	China	Czech Republic	Denmark	Germany	Ireland	Japan	Netherlands	Singapore	South Korea	Spain	Taiwan	UK	USA
n55	3.601484530454593e-14	1.8354443448096638e-14	4.2760136681659107e-14	6.002067045550633e-15	6.002660299372444e-15	3.0410879159273515e-14	6.0219054221051464e-15	1.5659611707219447e-14	1.8280732779759716e-14	5.526544238995673e-14	1.2004654348803261e-14	1.2311682992036427e-14	2.908257475641753e-14	0.9999999999996624	4.9462729879065533e-14
n8	0.0013589234134302383	0.0006944232987238266	0.0020635943236597763	0.00022640277806893977	0.0002288307883199583	0.001138496179683357	0.0002319015776980149	0.0006563221513119653	0.0006911514044568291	0.9315301336578595	0.0004495851038050808	0.00047096703651087194	0.0018790154616120755	0.05636736159391542	0.002012891230944241
n9	1.7628138823424556e-05	1.8273851390508e-07	6.390552908901382e-07	5.943214378584599e-08	6.058793778105674e-08	9.883892421670974e-07	6.189936598072731e-08	1.8643206367059307e-07	1.8177367994129535e-07	1.0315749964687612e-05	1.1732064546498647e-07	1.2504560888744547e-07	6.61777795217585e-07	0.9999682315554164	5.601035076815142e-07
n4444	0.003081480607113054	0.0018410148612917744	0.06515221977854461	0.0005096917768001498	0.0008323748663658794	0.0014085841262025552	0.0011565848300108717	0.010243516846459591	0.0017680042944387567	0.17276055839400023	0.0005793617384879206	0.0019365435634826182	0.10871667302320681	0.6057613134468892	0.024252077846706067
n46	0.003067694870844152	0.0018399405471918376	0.0654832468515807	0.0005093773034818671	0.0008319316501067064	0.0014074590879263316	0.0011560119160534392	0.010239140312967085	0.001766960472218152	0.1726070896649788	0.0005789083257408134	0.0019355430278527085	0.10870717049072266	0.6055490191680843	0.024320506310250258
n4949	0.003047667757230569	0.0018353341085570083	0.0648411001635191	0.0005076379283146994	0.0008282464865234301	0.0013965370153878392	0.0011558950961678368	0.010257097644559779	0.0017758684082000125	0.17260026718472474	0.0005743188355775541	0.0019512013227340785	0.10883318728932861	0.6062280204351156	0.024167620324059086
n62	0.0030286377153115698	0.0018356390011206544	0.06468391885285645	0.0005074235310391865	0.0008256644075015227	0.0013900555102693505	0.0011578747863624892	0.010286859921671405	0.0017556866106684334	0.1726403449030303	0.0005723930562727285	0.0019285697452548231	0.10906441217350193	0.6061558711017343	0.024166648683404873
n22	2.0872389398182435e-14	1.0637141301358259e-14	2.473881910821935e-14	3.47850494265712e-15	3.547668524117243e-15	1.7625480365496618e-14	3.489550407297094e-15	9.069303227096306e-15	1.0594468948710087e-14	2.932591167540023e-14	6.957619613690925e-15	7.134626142065208e-15	1.6780452519779797e-14	0.9999999999998072	2.865218812579226e-14
ERR5413019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n6	2.0031181336262743e-14	1.0208359011532244e-14	2.3724556285515538e-14	3.338312685382597e-15	3.338331070886278e-15	1.6915460811547256e-14	3.348731383693972e-15	8.701279177881625e-15	1.0167425247530323e-14	2.8096777404066863e-14	6.6773343911647144e-15	6.8468324556325264e-15	1.6074264098265e-14	0.999999999999815	2.749181068130802e-14
SRR6045118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR14719135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n88	0.0013589914983989048	0.0006944559951011221	0.002063192601973702	0.00022641419885988765	0.00022883963144606535	0.001138563293299465	0.00023190794380990325	0.0006562815954319777	0.0006911844874222993	0.9315878032436021	0.0004496114196799768	0.0004709834305753197	0.0018782325132863128	0.056310710505198085	0.002012827641914877
ERR5412370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n99	1.73253002616557e-05	7.127145684148587e-09	2.5128437414614414e-08	2.3179860100166143e-09	2.3629607776035958e-09	7.04595795153153e-07	2.4140082479715826e-09	7.268434737963933e-09	7.089509989808708e-09	4.0149194131344494e-07	4.57590630795465e-09	4.876774318564044e-09	2.5777096018042084e-08	0.9999814578324736	2.1841268767086874e-08
n45	0.01797288788831199	0.009188979101887505	0.02800803667628478	0.002994864853772774	0.003030145336557123	0.015046880329145453	0.003074733283517453	0.008780359205767614	0.009144960700357169	0.7338853594675074	0.005942266340375857	0.006239817255799612	0.02603338500276784	0.10380222580326215	0.026855098754685145
n4545	0.999999996991517	1.3719758054747386e-10	3.326755978910488e-10	4.484504582968814e-11	4.4918571283844844e-11	2.2696632194566215e-10	4.513154858829943e-11	1.1891270846640278e-10	1.3663253808251365e-10	4.1569302760345195e-10	8.959966573050164e-11	9.21789387209041e-11	2.40064247301274e-10	7.098031837282898e-10	3.738640477722977e-10
n4646	0.0030815220776481468	0.0018469034904983277	0.06551812849564385	0.0005116822544454179	0.0008341389694129682	0.001419493708626706	0.0011581287895663524	0.01024245042702137	0.0017739153547415027	0.1725755344600645	0.0005836519023427814	0.0019400007774233903	0.10870619853931761	0.6053971653306432	0.02441108542260377
n4747	0.005442181827494445	0.0009026589719434042	0.9038621880975535	0.0002935525267762031	0.000299259199544483	0.0014666932981863138	0.0003058777713433737	0.0009227610520884453	0.0008978791403800756	0.005447780085778976	0.0005793858075611576	0.000617828237890406	0.003292832328801054	0.07289567774873622	0.002773443905922097
n50	0.0030734977796696714	0.0018427916582241031	0.06488768254317963	0.0005101023384431162	0.0008306220176935759	0.0014107016704408048	0.0011581878982973514	0.010261044041534698	0.0017973399901978556	0.17257433739840283	0.0005793704707786335	0.0019831289081236408	0.10881555580299965	0.6060932638547832	0.024182373627231385
n5757	0.003057313979293476	0.0018401816258484369	0.06483767702535007	0.0005092455935797813	0.0008297764173870538	0.0014049682600094252	0.0011573509680500782	0.010259121628236929	0.001782710550844749	0.17257299145471602	0.0005776414607705824	0.0019542779465219133	0.10881513024489291	0.6062255996535336	0.024176013190964872
n6262	0.0030341997607278015	0.0018383504215903174	0.06466475899678506	0.000511073735816798	0.0008264561170006198	0.0013989480953904298	0.0011585300462840236	0.010285495331831328	0.001758425490856809	0.1725771826118272	0.0005764444213365721	0.0019300944232157034	0.10909106570642998	0.6061831251352392	0.024165849705668162
n6767	0.003034143534330609	0.0018509420179095076	0.06463821962695039	0.0005083221959209852	0.0008262916907889465	0.0013956163191064701	0.0011676514941162577	0.010374562985717189	0.0017582443680769582	0.1727241012812095	0.0005745742431694597	0.0019297040581377314	0.10915068669912284	0.6058595946444814	0.024207344840961768
n3	2.003065196654213e-14	1.0208089220022303e-14	2.3723926273410628e-14	3.338224463407542e-15	3.3382452455956967e-15	1.691501384289079e-14	3.3486428543313514e-15	8.701048785373025e-15	1.0167156541097684e-14	2.809587060946332e-14	6.677157950338055e-15	6.846651469336638e-15	1.6073834025703097e-14	0.999999999999815	2.7491083159451258e-14
ERR5412132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5411995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n66	2.0030622559909006e-14	1.0208074230813637e-14	2.3723890817291858e-14	3.338219562619681e-15	3.3382379280303196e-15	1.6914989022293968e-14	3.3486379316342187e-15	8.7010359201417e-15	1.0167141612665854e-14	2.809582764211869e-14	6.677148152232543e-15	6.846641408755179e-15	1.6073809339204058e-14	0.999999999999815	2.7491042595447395e-14
SRR14719208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SRR14719285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n10	1.0158586379521996e-09	4.730732586848241e-13	2.435604148704657e-10	1.4447678725767977e-13	1.4711376956503142e-13	4.215684185396534e-11	1.5013345509119497e-13	4.48496224825412e-13	4.417694247729869e-13	6.144359895188174e-11	2.8543365585374365e-13	3.0350910538230013e-13	1.5752306811117743e-12	0.9999999986291017	3.909515356076607e-12
n3434	0.0008448431482302023	3.379994175096832e-07	7.938956631210937e-07	1.1051931300577832e-07	1.1056388293119187e-07	3.48152484436852e-05	1.1095104967538653e-07	2.892668273030343e-07	3.366352424982414e-07	1.3036620915497878e-06	2.210028889402405e-07	2.2679344790359843e-07	5.464505223517118e-07	0.9991150410189232	9.12844056083096e-07
SRR14719149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SRR14719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
SRR23701795	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR23701796	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR7800730	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
n47	0.02592485324849815	0.013379564684351577	0.15200263894302748	0.004319392646168335	0.004514941208419831	0.02117525163215835	0.00472388750541054	0.01666041253266884	0.013286148073584471	0.1383862403238993	0.008373010428765768	0.00939901065868769	0.12165453106329077	0.4183819643604671	0.047818152690601676
ERR5414308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n48	0.005432319147275758	0.0008959294760491152	0.9046128477947365	0.0002913654544025034	0.00029702462812669243	0.001455784031046311	0.00030358890780341494	0.0009157484987360022	0.000891186286762751	0.005404592213303209	0.0005750759697117092	0.0006132114343715248	0.003266658285886713	0.07229219799455659	0.0027524698772314594
n5050	0.13154794918079213	0.014298640683723102	0.04431051518465588	0.004658991271747017	0.004717614937830437	0.03611497873160548	0.004791725936472935	0.013776496804185141	0.1466634737311341	0.06997773534467146	0.009238357413216158	0.2667848386367391	0.04187843494429192	0.16921923180730977	0.04202101539162539
SRR32604912	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n58	4.093756950030374e-10	2.0894700658313362e-10	5.542034187950919e-10	6.822452685742857e-11	6.858799821961753e-11	3.443668721440911e-10	6.916982839742744e-11	1.8794451778610147e-10	2.0805242029202999e-10	7.648421207825008e-10	1.3596402470384218e-10	1.409581979143065e-10	4.4899557146206325e-10	0.9999999958058864	5.844814337467346e-10
n5959	0.015718222578495044	0.008238336059038658	0.0680843527945177	0.002619312027009939	0.0028783389035052253	0.012322405424479401	0.0031499237899610595	0.014044806918076481	0.011235241439658839	0.15804564730145218	0.004882850886402354	0.006107381950838117	0.09856213854282743	0.5563931052430457	0.037717936140691896
SRR27279523	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n63	0.0030397821376543085	0.0018410740298317747	0.06464600513251564	0.000512001825694969	0.0008272532209375352	0.0014078508912955044	0.0011591927779905041	0.010284195652353837	0.0017611760426561923	0.1725151014448777	0.0005805001747365952	0.00193163163495415	0.10911785983451548	0.6062111714872029	0.024165203712783002
n68	0.003045435973636493	0.001856574010617611	0.06462696991526318	0.0005102030716712488	0.0008280443150761367	0.0014056228715378098	0.0011831195641397846	0.010375815019816296	0.0017638881760818075	0.17284943655026114	0.0005785147605316856	0.0019332038512485184	0.10918652556539475	0.605641888221358	0.024214758133365523
n7171	0.003043259946759573	0.0018714423911527101	0.06461782797148889	0.0005098211006617236	0.0008276288529591272	0.0014038116876534618	0.0011688204806567344	0.010490640729523977	0.0017627026915342948	0.17266618962092645	0.0005778048774560067	0.0019323777576492466	0.10916028318461296	0.6057027190885108	0.024264669618453943
ERR5414186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n33	2.0029922345357826e-14	1.020771738508391e-14	2.372306149630389e-14	3.3381028677987493e-15	3.3381212326511908e-15	1.6914397721580664e-14	3.348520872615145e-15	8.70073175624194e-15	1.0166786197825996e-14	2.8094845484809545e-14	6.676914737805844e-15	6.846402069315981e-15	1.607324744359379e-14	0.999999999999815	2.7490081585439422e-14
n7	2.002992234432981e-14	1.0207717384559924e-14	2.372306149506459e-14	3.3381028676274245e-15	3.338121232395404e-15	1.6914397720713103e-14	3.348520872443066e-15	8.700731755792253e-15	1.0166786197304196e-14	2.8094845483307623e-14	6.6769147374633765e-15	6.846402068964261e-15	1.6073247442730847e-14	0.999999999999815	2.7490081584021325e-14
ERR5413809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n1010	7.837320722951139e-10	1.938364426968674e-10	1.7790305569529792e-07	6.338385673133081e-11	6.338525318283576e-11	3.4160770908259493e-10	6.358374268953008e-11	1.652379728367705e-10	1.9304750432808656e-10	2.4389577246094373e-09	1.267797648150848e-10	1.3000225671618582e-10	3.0554820581560625e-10	0.9999998148612097	2.366632170794168e-09
n2121	8.731745702536027e-12	2.0815043022411787e-11	2.071736081830837e-11	5.274784355275961e-13	5.274957955128824e-13	1.058230302819457e-11	5.291532126175182e-13	1.375261704931183e-12	1.6065389652499348e-12	8.276321020839854e-11	1.0550494326546683e-12	1.0818902873060713e-12	9.303613187470121e-12	0.9999999996742311	1.661526275880725e-10
n35	0.0012417967324435963	8.673710972181173e-06	2.016634392790504e-05	2.8364434129346716e-06	2.8365029175226555e-06	0.0008950100028221285	2.8453824610091625e-06	7.39435904857717e-06	8.638922043146e-06	2.424563133863086e-05	5.673430149956811e-06	5.81762529812516e-06	1.3671985248522934e-05	0.9977370314457654	2.3361482150262348e-05
n40	0.0008790030912168812	6.682496594579598e-07	1.5613920568308355e-06	2.1851696580777168e-07	2.1856204733667297e-07	3.5298155317785136e-05	2.192855932027173e-07	5.7075937762163e-07	6.655612545291009e-07	2.211913383282717e-06	4.370212440817453e-07	4.482948909085521e-07	1.0664415133712378e-06	0.9990756105297779	1.8022257009512194e-06
SRR32604928	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DRR317509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n4848	0.005438202408689592	0.0008965279373708987	0.9046403761828075	0.0002915621312177179	0.00029721791874901476	0.0014567929305133963	0.00030377942449579605	0.000916167551263624	0.0008917830372795884	0.005404479914195107	0.0005754739852973665	0.0006136054608375692	0.0032664894700381777	0.07225366343866778	0.0027538782085768164
SRR29408737	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n51	0.13152610595081135	0.014301882327597297	0.044315029255541094	0.004660055956136316	0.004718663658481691	0.03612689140570538	0.004792761732450217	0.013778826887434857	0.14673401256329244	0.06997831164268421	0.009240508977875855	0.2667169201415365	0.04187826218634233	0.16920297956124655	0.042028787752863825
n5454	0.13158651877066993	0.014298246993137155	0.04430516088044241	0.004658869305374663	0.004717469492713393	0.03610934940574964	0.004791556233368735	0.013775524664139569	0.14661002493468223	0.06996438212280898	0.009238145753900685	0.2668823946237462	0.04187005677145412	0.16917375274103874	0.04201854730677346
ERR459871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n5858	3.434091117638391e-14	1.7512101954059672e-14	4.3096542574366045e-14	5.723101426631435e-15	5.7358239212886685e-15	2.895281066327027e-14	5.766561060152682e-15	1.5270852097746823e-14	1.743989808714243e-14	5.483113942044095e-14	1.1429959104281889e-14	1.1774024166214498e-14	3.176856382106806e-14	0.9999999999996685	4.792229819981039e-14
n60	0.02648316839911548	0.013679994110346911	0.07119704653328439	0.004413395818911076	0.004621973058543214	0.02159819288204226	0.004847828239813315	0.017314972544309658	0.020600113482121506	0.14665047125684788	0.008540817850592526	0.009643792716911048	0.09045647022294499	0.5106048444204356	0.04934691846378018
n61	0.023487978123655252	0.012171478952705567	0.07153477446932824	0.003914212607042797	0.004143129724779312	0.018994198260078567	0.00438811888266239	0.016580720523269987	0.014800304435211244	0.1531386622196985	0.007514359578330323	0.008677717732521687	0.09480329710244931	0.5193468297467414	0.046504217641525326
n6363	0.008211854911319694	0.00420914260041755	0.014784166918357782	0.0013690011161889516	0.0013951298907137184	0.05627898801357175	0.0014267669982409306	0.004309849995793966	0.0042789272853446265	0.02545947978989256	0.0296927132331724	0.0028808443415777826	0.015428998491890519	0.8173471453569642	0.01292699105655348
n65	0.015666105469293725	0.0081157998894293	0.04615430995156867	0.0026132908904578905	0.0027558337437218992	0.012705292480005143	0.0029133288188617963	0.010857791904838312	0.008050471572363584	0.0980428611278822	0.005026573284575495	0.005758372322698966	0.24309633229531605	0.5077034375372564	0.03054019871173048
n6868	3.341820846023729e-06	1.7138935649915604e-06	6.126593692644766e-06	5.570285072573602e-07	5.683273048546563e-07	2.78057943094079e-06	5.8262530149243e-07	1.7733762445556662e-06	1.7039917373631022e-06	0.9999383872268451	1.0984669951592322e-06	1.1739732785407356e-06	6.4752361191171325e-06	2.8418345525414e-05	5.298514606392323e-06
n7070	0.015437529780889192	0.00809982530234353	0.06486786617778163	0.002574787338008039	0.0028174459790439024	0.01214608539958089	0.02177989589816967	0.013617043614209292	0.008002271422497112	0.1503491356215592	0.004812689747940747	0.005957842400128092	0.16273834695324352	0.49031681333586524	0.03648242102873993
DRR317460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n72	0.011332474195657806	0.047064736053928566	0.034995139019336256	0.0018427749769892217	0.001956887077807045	0.008913995140987535	0.0020845563831983845	0.0616898334147497	0.005687878359838884	0.09848397352405443	0.003546387755008795	0.004216660727238942	0.14399406199610967	0.41949787156855256	0.15469276980654226
ERR5412110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5413824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6046166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n1111	5.131064489989129e-08	2.594605914098889e-08	2.9010476657370667e-06	8.484813027229874e-09	8.484860741797094e-09	4.353212348019399e-08	8.51129562774238e-09	2.2115608571524147e-08	2.584200837194357e-08	7.32937620215481e-08	1.6971426807351833e-08	1.7402235098469418e-08	4.0855437143846227e-08	0.9999964364304553	3.19771603899022e-07
n1919	1.2191922577359322e-07	6.192836618683167e-08	1.443534716827001e-06	2.0251659375932716e-08	2.025177183403036e-08	1.0263688973902434e-07	2.0314865563606595e-08	5.278577616012589e-08	6.168003248455124e-08	7.683699942671298e-07	4.050761873455689e-08	4.1535871613039385e-08	9.751379935687124e-08	0.999996978156852	1.6861256010041647e-07
n2222	6.100532476172208e-14	3.2805542069838035e-14	7.334138651839377e-14	1.0069625220592209e-14	1.0069682135073501e-14	5.185275988730215e-14	1.0101054868050567e-14	2.6246418833001538e-14	3.0668836193393465e-14	9.296194173546604e-14	2.0141387155225513e-14	2.065266394634575e-14	1.2284757385580564e-09	0.9999999987709843	9.989059610355824e-14
n24	8.969676315413108e-08	5.941801657651316e-07	4.378613889648503e-07	1.4947566038077168e-08	1.4947648287329103e-08	2.78302885220502e-07	1.4994216460695878e-08	3.8960681849209387e-08	4.552547184348041e-08	2.2122351797691385e-06	2.98983068713191e-08	3.065724791530667e-08	7.198050416461784e-08	0.9999913932045171	4.732607456594348e-06
SRR25361462	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n3535	2.7994915367885123e-07	1.3416598019942323e-07	3.1180614056137353e-07	4.3874631775443124e-08	4.3874873752306444e-08	0.9999836225096477	4.401156286632402e-08	1.1435880545333181e-07	1.3362799762392185e-07	3.6927201124750103e-07	8.775858157474513e-08	8.998625480344392e-08	2.1126025466084126e-07	1.4152225901380692e-05	3.613182028811716e-07
n4040	1.076450883841768e-10	2.587758188560087e-11	6.014086904980142e-11	8.462422972526855e-12	8.462472372063285e-12	4.509497256898313e-11	8.4888392657269e-12	2.205729844663014e-11	2.5773816669943644e-11	7.124738265779839e-11	1.692663950702677e-11	1.7356318342007197e-11	4.074820603412185e-11	0.9999999994720279	6.969026660751227e-11
SRR25361426	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR18969508	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR25361476	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n5151	8.888995119958944e-07	3.0286294254566406e-07	7.354051645227601e-07	9.899334776995306e-08	9.916070616234297e-08	5.372402190837014e-07	9.963876877956753e-08	2.6267357500786513e-07	0.9999919851411669	9.207510000516835e-07	1.9777823179840426e-07	9.353007233058423e-07	5.320163253894307e-07	1.5785047911554101e-06	8.256335255965403e-07
n54	2.3782616695038773e-10	1.1568857999909058e-10	2.7002218522511186e-10	3.7830429338243176e-11	3.78367628920678e-11	0.9999999975416791	3.796085087839781e-11	9.877532600260545e-11	1.2907798492611354e-10	3.21612474967208e-10	7.566046684309487e-11	1.0447862709517288e-10	1.841893584004532e-10	4.954370697085621e-10	3.1192457197473736e-10
n5555	1.6519646350601742e-06	4.290117103157344e-07	1.0837055889668678e-06	1.4016205104614837e-07	1.4062118003359874e-07	8.080456981880513e-07	1.415240114258348e-07	3.7810350579571957e-07	1.463106805310517e-06	1.4203132457009999e-06	2.7972329841586614e-07	0.9999874033216065	8.269922430050571e-07	2.65056135478373e-06	1.1828430655707731e-06
SRR25361450	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR490670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
