node	geo_loc_name_country
Node_76	UK
Node_72	UK
Node_75	UK
Node_27	UK
Node_71	UK
ERR484956	UK
Node_74	UK
Node_26	UK
ERR5412653	UK
Node_68	UK
Node_70	UK
SRR12574848	USA
Node_73	Australia
Node_3	UK
Node_25	UK
ERR5412275	UK
Node_67	UK
ERR5413336	UK
ERR5412784	UK
SRR25361571	Australia
SRR25361542	Australia
Node_1	UK
Node_2	UK
Node_13	UK
Node_24	UK
ERR5413092	UK
ERR5412555	UK
ERR340521	UK
ERR374151	UK
ERR343218	UK
ERR374081	UK
Node_11	UK
Node_12	UK
Node_18	UK
Node_23	UK
ERR363333	UK
Node_10	UK
ERR5413999	UK
ERR5413623	UK
Node_16	UK
Node_17	UK
Node_21	UK
Node_22	UK
Node_9	UK
ERR337743	UK
Node_14	UK
Node_15	UK
ERR374171	UK
ERR340541	UK
ERR5413240	UK
Node_20	UK
ERR340512	UK
ERR374142	UK
ERR5413340	UK
Node_8	UK
ERR5412682	UK
ERR5413048	UK
ERR5412659	UK
ERR5413989	UK
ERR5412642	UK
Node_19	UK
Node_7	UK
ERR5412358	UK
ERR340543	UK
ERR374173	UK
ERR5413968	UK
Node_6	UK
ERR5413906	UK
Node_5	UK
Node_4	UK
ERR5414099	UK
ERR5413226	UK
ERR5412816	UK
