node	geo_loc_name_country
Node_242	UK
Node_2	UK
Node_241	UK
Node_1	UK
SRR20982497	Switzerland
Node_8	UK
Node_240	UK
ERR337777	UK
ERR363367	UK
Node_4	Denmark
Node_7	China
Node_9	UK
Node_239	UK
ERR369140	Denmark
Node_3	Denmark
ERR1413187	Germany
SRR32604953	China
ERR3198427	UK
SRR14719221	Singapore
Node_117	UK
Node_238	UK
DRR317546	Taiwan
ERR5412274	UK
Node_116	UK
ERR5412171	UK
Node_123	UK
Node_237	UK
Node_115	UK
ERR5413579	UK
ERR5412450	UK
Node_122	UK
Node_145	UK
Node_236	UK
Node_17	UK
Node_114	UK
ERR5412398	UK
Node_121	UK
Node_141	UK
Node_144	UK
SRR12440237	Canada
Node_235	UK
Node_11	UK
Node_16	UK
Node_23	UK
Node_113	UK
ERR5414059	UK
Node_120	UK
Node_131	UK
Node_140	UK
ERR5412664	UK
Node_143	UK
Node_147	Ireland
Node_234	UK
Node_10	UK
ERR5414037	UK
ERR5413674	UK
Node_15	UK
Node_22	UK
ERR5413234	UK
Node_90	UK
Node_112	UK
Node_119	UK
ERR5411954	UK
Node_125	USA
Node_130	UK
Node_132	UK
Node_139	UK
SRR32604932	China
Node_142	UK
ERR4020061	Ireland
Node_146	Ireland
Node_150	UK
Node_233	UK
ERR5412758	UK
ERR5412514	UK
ERR5414164	UK
Node_14	UK
Node_18	UK
Node_21	UK
Node_86	UK
Node_89	UK
Node_99	UK
Node_111	UK
ERR5413126	UK
Node_118	UK
SRR29263923	USA
Node_124	USA
ERR5413242	UK
Node_129	UK
ERR5412362	UK
ERR5413523	UK
Node_137	UK
Node_138	UK
SRR30795417	USA
SRR30795450	USA
ERR337735	Ireland
ERR363325	Ireland
SRR26728057	Canada
Node_149	Germany
Node_166	UK
Node_232	UK
Node_13	UK
ERR5412064	UK
ERR5413453	UK
ERR5412465	UK
Node_19	UK
Node_20	UK
Node_58	UK
Node_85	UK
ERR5412427	UK
Node_88	UK
Node_95	UK
Node_98	UK
Node_103	UK
Node_110	UK
ERR5412863	UK
ERR5412985	UK
SRR29263870	USA
SRR29263873	USA
Node_128	UK
ERR5413694	UK
Node_134	UK
Node_136	UK
ERR5413790	UK
ERR5412890	UK
ERR7253793	Germany
Node_148	Germany
Node_155	UK
Node_165	UK
Node_167	UK
Node_231	UK
ERR5413967	UK
Node_12	UK
ERR5413958	UK
ERR5412291	UK
ERR5413085	UK
ERR5414236	UK
Node_27	UK
Node_57	UK
ERR5412226	UK
Node_84	UK
ERR5413420	UK
Node_87	UK
Node_94	UK
ERR5412859	UK
Node_96	UK
Node_97	UK
ERR5412463	UK
Node_102	UK
Node_109	UK
ERR5413470	UK
ERR5413376	UK
Node_127	UK
Node_133	UK
ERR5412934	UK
Node_135	UK
ERR5412414	UK
ERR7253689	Germany
ERR4298314	Germany
ERR5413313	UK
Node_154	UK
Node_164	UK
ERR5411956	UK
ERR5413766	UK
ERR5413897	UK
Node_168	UK
Node_230	UK
ERR5413429	UK
ERR5414326	UK
Node_25	UK
Node_26	UK
Node_31	UK
Node_56	UK
ERR5414282	UK
Node_83	UK
ERR5414335	UK
ERR5412360	UK
ERR5413035	UK
Node_93	UK
ERR5413476	UK
ERR5413894	UK
ERR5413610	UK
ERR5412897	UK
ERR5413353	UK
Node_101	UK
ERR5414031	UK
Node_108	UK
Node_126	UK
ERR5412877	UK
ERR5412711	UK
ERR5413676	UK
ERR5413606	UK
ERR5412294	UK
Node_153	UK
ERR5413735	UK
Node_163	UK
ERR5413043	UK
ERR340550	UK
ERR374180	UK
SRR28858254	Czech Republic
Node_229	UK
ERR5414144	UK
Node_24	UK
ERR5413962	UK
ERR5413511	UK
Node_28	UK
Node_30	UK
Node_37	UK
Node_55	UK
SRR6044934	UK
Node_82	UK
ERR5412085	UK
Node_92	UK
Node_100	UK
ERR5413587	UK
ERR5413560	UK
Node_107	UK
ERR5413027	UK
ERR5413320	UK
ERR5412483	UK
Node_152	UK
ERR5413534	UK
Node_162	UK
ERR490671	UK
Node_228	UK
ERR5413063	UK
ERR5412744	UK
ERR5413417	UK
ERR5413469	UK
Node_29	UK
ERR5414237	UK
ERR5412027	UK
Node_36	UK
Node_47	UK
Node_54	UK
Node_74	UK
Node_81	UK
ERR5413056	UK
Node_91	UK
ERR5413770	UK
ERR5414008	UK
ERR5413536	UK
Node_106	UK
ERR5412832	UK
Node_151	UK
Node_159	UK
Node_161	UK
Node_172	UK
Node_227	UK
ERR5413965	UK
SRR6388757	UK
ERR5413554	UK
Node_35	UK
Node_38	UK
Node_46	UK
ERR5412008	UK
Node_53	UK
Node_73	UK
ERR5414134	UK
Node_76	UK
Node_80	UK
SRR6046621	UK
ERR5413281	UK
ERR5413935	UK
Node_105	UK
ERR5412395	UK
ERR5412086	UK
ERR5412382	UK
Node_158	UK
ERR5412916	UK
Node_160	UK
Node_171	UK
ERR494836	UK
Node_173	Czech Republic
Node_226	UK
ERR5413127	UK
Node_34	UK
ERR5412991	UK
ERR5412919	UK
Node_41	UK
Node_45	UK
Node_49	UK
Node_52	UK
ERR5413135	UK
Node_72	UK
Node_75	UK
ERR5412222	UK
ERR5412970	UK
Node_79	UK
Node_104	UK
ERR5412739	UK
Node_156	UK
Node_157	UK
ERR5412882	UK
ERR5413896	UK
Node_169	UK
Node_170	UK
SRR28858253	Czech Republic
SRR28858251	Czech Republic
Node_178	UK
Node_225	UK
ERR5412575	UK
Node_33	UK
ERR5412887	UK
Node_40	UK
Node_43	UK
Node_44	UK
ERR5412096	UK
Node_48	UK
Node_51	UK
ERR5413929	UK
ERR5413592	UK
Node_71	UK
ERR5412371	UK
ERR5414293	UK
Node_78	UK
ERR5412351	UK
ERR5414334	UK
ERR5412891	UK
ERR5413097	UK
ERR5412808	UK
ERR5413712	UK
ERR5411952	UK
ERR490688	UK
ERR490701	UK
ERR490675	UK
ERR490683	UK
Node_177	UK
SRR30795495	USA
Node_189	UK
Node_224	UK
ERR5413796	UK
Node_32	UK
ERR5412568	UK
Node_39	UK
ERR5412786	UK
Node_42	UK
ERR5412310	UK
ERR5412397	UK
ERR5414104	UK
ERR5413658	UK
ERR5412687	UK
Node_50	UK
Node_60	UK
Node_70	UK
Node_77	UK
ERR5414158	UK
ERR5412079	UK
Node_176	UK
Node_187	UK
ERR5414313	UK
Node_202	UK
Node_223	UK
ERR5413363	UK
ERR5412142	UK
ERR5412881	UK
ERR5413472	UK
ERR5414253	UK
ERR5412690	UK
ERR5413637	UK
ERR5412461	UK
Node_59	UK
ERR5412213	UK
Node_67	UK
Node_69	UK
ERR5412807	UK
ERR5414172	UK
ERR5413418	UK
Node_175	UK
Node_183	UK
Node_186	UK
Node_194	UK
Node_200	UK
Node_213	UK
Node_222	UK
ERR5412236	UK
ERR5412281	UK
Node_66	UK
ERR5413793	UK
SRR6046559	UK
Node_68	UK
ERR5413317	UK
Node_174	UK
Node_179	UK
Node_182	Canada
ERR5411972	UK
Node_185	UK
Node_191	USA
Node_193	UK
ERR5413948	UK
Node_199	UK
Node_205	UK
Node_212	UK
Node_217	UK
Node_219	UK
Node_64	UK
Node_65	UK
SRR6046437	UK
ERR5412130	UK
ERR5413405	UK
ERR5412990	UK
SRR6046712	UK
ERR5413139	UK
SRR26728002	Canada
Node_181	Canada
ERR5414016	UK
ERR5412522	UK
SRR26041808	USA
Node_190	USA
ERR5413683	UK
Node_192	UK
Node_198	UK
ERR5413854	UK
SRR12051517	USA
Node_204	UK
Node_211	UK
ERR5412077	UK
ERR5414273	UK
Node_216	UK
ERR5413018	UK
ERR5413118	UK
Node_63	UK
ERR5412041	UK
ERR5412564	UK
SRR6046745	UK
SRR26727956	Canada
Node_180	Canada
SRR26041809	USA
SRR12051853	USA
ERR5413381	UK
ERR5413110	UK
Node_197	UK
ERR5412270	UK
ERR5412093	UK
Node_203	UK
ERR5413465	UK
Node_210	UK
Node_215	UK
ERR5412817	UK
Node_62	UK
ERR5413960	UK
SRR26727913	Canada
SRR26727933	Canada
ERR5411959	UK
Node_196	UK
ERR5413545	UK
ERR5412218	UK
Node_206	UK
Node_209	UK
ERR5413040	UK
Node_214	UK
Node_61	UK
ERR5413586	UK
Node_195	UK
ERR5413953	UK
ERR5412243	UK
ERR5413625	UK
ERR5413471	UK
Node_208	UK
ERR5414195	UK
ERR5413915	UK
ERR5413914	UK
ERR5414043	UK
ERR5412541	UK
ERR5413867	UK
ERR5414067	UK
Node_207	UK
ERR5412094	UK
ERR5412482	UK
