Type,time,mean,median,upper,lower,rate,year
eDCC10,229817.906,1470676.2,1271365.24,4546024.82,36014.9293,6.09841E-05,2005.984753
eDCC10,232289.066,1456035.95,1259701.36,4546024.82,34362.5525,6.09841E-05,2005.834052
eDCC10,234760.226,1445217.83,1257397.6,4546024.82,33739.9633,6.09841E-05,2005.68335
eDCC10,237231.387,1427635.63,1244436.76,4546024.82,33739.9633,6.09841E-05,2005.532649
eDCC10,239702.547,1416887.25,1233179.48,4556316.73,33208.5992,6.09841E-05,2005.381947
eDCC10,242173.707,1407643.29,1229590.19,4556316.73,31744.0733,6.09841E-05,2005.231245
eDCC10,244644.868,NaN,NaN,NaN,NaN,6.09841E-05,2005.080544
eDCC11,0,6090909.55,3568609.21,2.47E+07,913927.904,9.71229E-05,2020
eDCC11,3838.89035,5838766.13,3537020.57,2.35E+07,1150470.28,9.71229E-05,2019.627156
eDCC11,7677.7807,5349318.37,3296388.16,2.12E+07,937304.278,9.71229E-05,2019.254312
eDCC11,11516.671,4394031.97,2723254.24,1.72E+07,642550.481,9.71229E-05,2018.881468
eDCC11,15355.5614,3589866.95,2225001.95,1.41E+07,591587.973,9.71229E-05,2018.508624
eDCC11,19194.4517,2974344.21,1952579.14,1.08E+07,606052.713,9.71229E-05,2018.135779
eDCC11,23033.3421,2570641.97,1874369.98,8503010.09,643752.683,9.71229E-05,2017.762935
eDCC11,26872.2324,2390007.58,1856358.61,7018203.81,683178.185,9.71229E-05,2017.390091
eDCC11,30711.1228,2251155.51,1832911.55,6322354.27,671385.728,9.71229E-05,2017.017247
eDCC11,34550.0131,2183509.44,1815490.26,5918790.96,629485.114,9.71229E-05,2016.644403
eDCC11,38388.9035,2158415.12,1818790.89,5812734.6,622901.648,9.71229E-05,2016.271559
eDCC11,42227.7938,2116249.03,1791764.28,5483574.19,601604.926,9.71229E-05,2015.898715
eDCC11,46066.6842,2110098.37,1782147.5,5528186.85,567367.771,9.71229E-05,2015.525871
eDCC11,49905.5745,2080696.09,1781118.3,5429160,534836.641,9.71229E-05,2015.153027
eDCC11,53744.4649,2093693.96,1803554,5321970.97,592980.171,9.71229E-05,2014.780183
eDCC11,57583.3552,2129883.48,1849641.48,5321970.97,612333.838,9.71229E-05,2014.407338
eDCC11,61422.2456,2153862.17,1872848.71,5321970.97,652409.609,9.71229E-05,2014.034494
eDCC11,65261.1359,2165226.78,1905687.77,5209497.75,665591.725,9.71229E-05,2013.66165
eDCC11,69100.0263,2211251.57,1968609.01,5223553.23,719039.969,9.71229E-05,2013.288806
eDCC11,72938.9166,2270796.45,2023967.07,5294217.3,754454.69,9.71229E-05,2012.915962
eDCC11,76777.807,2318018.79,2063625.02,5414437.71,795393.82,9.71229E-05,2012.543118
eDCC11,80616.6973,2372237.94,2107198.17,5414437.71,808100.495,9.71229E-05,2012.170274
eDCC11,84455.5877,2417658.43,2143603.73,5433903.38,898426.894,9.71229E-05,2011.79743
eDCC11,88294.478,2465040.02,2193404.94,5555215.39,933747.019,9.71229E-05,2011.424586
eDCC11,92133.3684,2517828.71,2253627.44,5565902.64,964503.362,9.71229E-05,2011.051741
eDCC11,95972.2587,2558415.85,2285169.23,5676146.1,964503.362,9.71229E-05,2010.678897
eDCC11,99811.1491,2612378.17,2326332.77,5889895.81,982990.963,9.71229E-05,2010.306053
eDCC11,103650.039,2649455.59,2358795,5903359.35,1007458.28,9.71229E-05,2009.933209
eDCC11,107488.93,2695274.65,2402745.37,6008430.17,1012355.12,9.71229E-05,2009.560365
eDCC11,111327.82,2718260.02,2422921.96,6059109.16,1016785.47,9.71229E-05,2009.187521
eDCC11,115166.71,2753037.94,2450889.5,6304386.86,981017.678,9.71229E-05,2008.814677
eDCC11,119005.601,2783402.67,2478274.56,6442988.03,923332.448,9.71229E-05,2008.441833
eDCC11,122844.491,2798237.3,2489649.42,6512777.88,690670.693,9.71229E-05,2008.068989
eDCC11,126683.382,2806807.47,2504876.2,6628490.39,439731.44,9.71229E-05,2007.696144
eDCC11,130522.272,2804975.78,2521796.61,6820125.19,243555.873,9.71229E-05,2007.3233
eDCC11,134361.162,2775590.76,2504876.2,6828651.72,182518.32,9.71229E-05,2006.950456
eDCC11,138200.053,2766400.12,2511748.09,7004190.48,151031.274,9.71229E-05,2006.577612
eDCC11,142038.943,2758309.77,2504876.2,7076002.73,133032.443,9.71229E-05,2006.204768
eDCC11,145877.833,2718853.28,2478274.56,7164933.66,129970.501,9.71229E-05,2005.831924
eDCC11,149716.724,2686500.04,2461278.18,7322159.48,116796.677,9.71229E-05,2005.45908
eDCC11,153555.614,2646660.04,2426300.35,7660077.41,106708.399,9.71229E-05,2005.086236
eDCC11,157394.504,2573256.76,2367554.66,7576607.35,103232.156,9.71229E-05,2004.713392
eDCC11,161233.395,2529442.05,2333266.49,7714463.98,103039.149,9.71229E-05,2004.340548
eDCC11,165072.285,2467425.95,2281272.78,7756641.2,99253.1518,9.71229E-05,2003.967703
eDCC11,168911.175,2398113.24,2183527.57,7758788.69,94816.5386,9.71229E-05,2003.594859
eDCC11,172750.066,2339541.13,2073015.13,7758788.69,93392.9921,9.71229E-05,2003.222015
eDCC11,176588.956,2281904.07,1929261.91,7766096.86,93392.9921,9.71229E-05,2002.849171
eDCC11,180427.846,2233386.37,1829591.25,7769560.63,93135.3289,9.71229E-05,2002.476327
eDCC11,184266.737,2185728.31,1692812.62,7907828.45,98227.4105,9.71229E-05,2002.103483
eDCC11,188105.627,2138501.78,1449511.52,7942148.44,94929.9221,9.71229E-05,2001.730639
eDCC11,191944.517,2088475.62,938560.744,8127691.98,98094.5822,9.71229E-05,2001.357795
eDCC11,195783.408,2054838.26,721248.977,8188368.03,99253.1518,9.71229E-05,2000.984951
eDCC11,199622.298,2020693.07,574580.135,8238569.93,98227.4105,9.71229E-05,2000.612106
eDCC11,203461.189,1958957.27,494857.063,8127691.98,98227.4105,9.71229E-05,2000.239262
eDCC11,207300.079,1907516.29,453090.238,8238569.93,100212.192,9.71229E-05,1999.866418
eDCC11,211138.969,1860342.47,416016.429,8238569.93,100552.292,9.71229E-05,1999.493574
eDCC11,214977.86,1811185.18,398050.05,8238569.93,102198.327,9.71229E-05,1999.12073
eDCC11,218816.75,1766259.07,383544.556,8238569.93,105928.535,9.71229E-05,1998.747886
eDCC11,222655.64,1713648.32,364758.764,8188368.03,102091.613,9.71229E-05,1998.375042
eDCC11,226494.531,1665406.16,351850.34,8132179.15,105441.613,9.71229E-05,1998.002198
eDCC11,230333.421,1608700.42,341788.748,8036885.55,103312.494,9.71229E-05,1997.629354
eDCC11,234172.311,1558485.54,335941.634,7907828.45,101360.384,9.71229E-05,1997.25651
eDCC11,238011.202,1519747.13,335855.639,7934350.17,101794.656,9.71229E-05,1996.883665
eDCC11,241850.092,1487857.86,331133.717,7942148.44,100942.57,9.71229E-05,1996.510821
eDCC11,245688.982,1440328.42,327747.314,7878389.51,105441.613,9.71229E-05,1996.137977
eDCC11,249527.873,1408367.03,320244.179,7813748.76,102415.908,9.71229E-05,1995.765133
eDCC11,253366.763,1366226.82,319204.434,7793880.26,105928.535,9.71229E-05,1995.392289
eDCC11,257205.653,1339758.04,315443.415,7769560.63,108492.042,9.71229E-05,1995.019445
eDCC11,261044.544,1303439.55,313450.496,7660077.41,109556.938,9.71229E-05,1994.646601
eDCC11,264883.434,1262050.85,312902.533,7525447.2,110570.57,9.71229E-05,1994.273757
eDCC11,268722.324,1219569.42,310111.359,7488397.39,108492.042,9.71229E-05,1993.900913
eDCC11,272561.215,1189051.54,305857.067,7488397.39,108489.591,9.71229E-05,1993.528068
eDCC11,276400.105,1134011.5,303157.965,7347148.82,106401.194,9.71229E-05,1993.155224
eDCC11,280238.995,1067893.92,301387.752,7210537.25,104168.515,9.71229E-05,1992.78238
eDCC11,284077.886,1016559.61,300597.167,6768275.27,105928.535,9.71229E-05,1992.409536
eDCC11,287916.776,974035.526,297481.973,6680606.68,105441.613,9.71229E-05,1992.036692
eDCC11,291755.667,934112.767,295000.664,6415371.86,101083.441,9.71229E-05,1991.663848
eDCC11,295594.557,889807.323,292791.187,6222102.81,101083.441,9.71229E-05,1991.291004
eDCC11,299433.447,856074.29,292563.989,6067636.3,99920.2272,9.71229E-05,1990.91816
eDCC11,303272.338,813470.29,291915.967,5952662.86,99920.2272,9.71229E-05,1990.545316
eDCC11,307111.228,790986.978,291014.812,5608128.74,99610.2256,9.71229E-05,1990.172471
eDCC11,310950.118,744354.997,290206.015,5474047.69,99920.2272,9.71229E-05,1989.799627
eDCC11,314789.009,708179.298,289340.784,5300001.35,100942.57,9.71229E-05,1989.426783
eDCC11,318627.899,674002.463,288870.485,4978877.58,100145.704,9.71229E-05,1989.053939
eDCC11,322466.789,647681.999,288538.2,4769560.36,99008.3604,9.71229E-05,1988.681095
eDCC11,326305.68,611410.802,288043.221,4460352.91,97558.6125,9.71229E-05,1988.308251
eDCC11,330144.57,588184.504,286880.11,4260046.66,97779.6386,9.71229E-05,1987.935407
eDCC11,333983.46,564231.152,286880.11,3954135.37,97350.168,9.71229E-05,1987.562563
eDCC11,337822.351,546045.962,287237.364,3875139.77,97637.8311,9.71229E-05,1987.189719
eDCC11,341661.241,522335.377,286772.685,3720587.54,97664.736,9.71229E-05,1986.816875
eDCC11,345500.131,498174.682,287015.046,3338430.55,97558.6125,9.71229E-05,1986.44403
eDCC11,349339.022,473691.302,286110.048,2564952.91,97169.8804,9.71229E-05,1986.071186
eDCC11,353177.912,451326.067,286772.685,1769214.8,93925.66,9.71229E-05,1985.698342
eDCC11,357016.802,433530.465,286474.219,1470323.37,93430.2834,9.71229E-05,1985.325498
eDCC11,360855.693,410514.197,286154.36,1254117.27,92761.896,9.71229E-05,1984.952654
eDCC11,364694.583,398144.869,286662.557,1094635.94,90665.1285,9.71229E-05,1984.57981
eDCC11,368533.474,389579.965,286772.685,997829.685,90945.3311,9.71229E-05,1984.206966
eDCC11,372372.364,385713.805,287163.052,987777.878,89397.4075,9.71229E-05,1983.834122
eDCC11,376211.254,376891.205,286772.685,963689.692,83334.4828,9.71229E-05,1983.461278
eDCC11,380050.145,NaN,NaN,NaN,NaN,9.71229E-05,1983.088433
eDCC12,0,4422466.42,2892147.27,1.85E+07,748631.565,0.000127427,2020
eDCC12,5147.44456,4196704.41,2844657,1.54E+07,950943.037,0.000127427,2019.344078
eDCC12,10294.8891,3781257.78,2656187.24,1.28E+07,859229.158,0.000127427,2018.688156
eDCC12,15442.3337,3371999.78,2448174.82,1.12E+07,731976.165,0.000127427,2018.032234
eDCC12,20589.7783,2966131.82,2162471.95,9975462.45,522178.905,0.000127427,2017.376312
eDCC12,25737.2228,2572788.28,1936747.52,8318480.89,498243.28,0.000127427,2016.72039
eDCC12,30884.6674,2435506.64,1928840,7339079.9,578998.971,0.000127427,2016.064468
eDCC12,36032.1119,2457718.05,2033164.88,6847400.33,662630.677,0.000127427,2015.408546
eDCC12,41179.5565,2535786.14,2175273.67,6457468.47,773422.837,0.000127427,2014.752624
eDCC12,46327.0011,2648497.42,2296492.87,6630962.59,936150.854,0.000127427,2014.096702
eDCC12,51474.4456,2790905.46,2403540.03,6856458.48,1009187.86,0.000127427,2013.44078
eDCC12,56621.8902,2900491.56,2484277.2,7169891.19,1029665.84,0.000127427,2012.784858
eDCC12,61769.3348,3038129.74,2585390.26,7807305.36,1068290.65,0.000127427,2012.128936
eDCC12,66916.7793,3121474.94,2626999.6,8029255.33,1075739.09,0.000127427,2011.473014
eDCC12,72064.2239,3173527.65,2659880.09,8184204.89,996547.013,0.000127427,2010.817092
eDCC12,77211.6684,3178146.3,2685769.36,8326608.56,857607.342,0.000127427,2010.161169
eDCC12,82359.113,3160040.36,2668265.15,8379292.96,785373.53,0.000127427,2009.505247
eDCC12,87506.5576,3125437.94,2626047.01,8403746.78,744144.964,0.000127427,2008.849325
eDCC12,92654.0021,3063740.44,2565716.85,8403746.78,650123.117,0.000127427,2008.193403
eDCC12,97801.4467,3008106.17,2501130.69,8446560.94,644719.274,0.000127427,2007.537481
eDCC12,102948.891,2961884.52,2442541.27,8418594.02,612312.95,0.000127427,2006.881559
eDCC12,108096.336,2927500.21,2413762.57,8447033.01,619729.494,0.000127427,2006.225637
eDCC12,113243.78,2881521.71,2349210.6,8457300.16,592154.274,0.000127427,2005.569715
eDCC12,118391.225,2821425.56,2264036.96,8418594.02,586972.273,0.000127427,2004.913793
eDCC12,123538.67,2755115.43,2201414.12,8418594.02,556331.69,0.000127427,2004.257871
eDCC12,128686.114,2689598.47,2090286.6,8379292.96,546523.861,0.000127427,2003.601949
eDCC12,133833.559,2633359.87,2017408.65,8184204.89,522487.043,0.000127427,2002.946027
eDCC12,138981.003,2585547.8,1965006.51,8232755.2,475444.975,0.000127427,2002.290105
eDCC12,144128.448,2506751.74,1908235.64,8184204.89,458739.038,0.000127427,2001.634183
eDCC12,149275.892,2450414.44,1850500.24,8002303.49,449608.319,0.000127427,2000.978261
eDCC12,154423.337,2387893.97,1794600.33,8071118.28,440206.345,0.000127427,2000.322339
eDCC12,159570.781,2339580.67,1736369.43,7967380.35,428146.327,0.000127427,1999.666417
eDCC12,164718.226,2282385.24,1671542.36,7967380.35,385943.714,0.000127427,1999.010495
eDCC12,169865.671,2229977.88,1625213.7,7708581.35,364375.976,0.000127427,1998.354573
eDCC12,175013.115,2168698.53,1579892.17,7534360.86,351151.994,0.000127427,1997.698651
eDCC12,180160.56,2086428.43,1535024.34,6892477.71,316132.438,0.000127427,1997.042729
eDCC12,185308.004,2040363.74,1488766.38,6965897.15,309302.299,0.000127427,1996.386807
eDCC12,190455.449,1996702.09,1457978.6,6728301.63,303914.529,0.000127427,1995.730885
eDCC12,195602.893,1934779.4,1397428.7,6571165.62,287104.221,0.000127427,1995.074963
eDCC12,200750.338,1887826.37,1352363.98,6497046.72,271101.223,0.000127427,1994.419041
eDCC12,205897.783,1842372.48,1306787.62,6368703.54,257566.505,0.000127427,1993.763119
eDCC12,211045.227,1817454.67,1281052.65,6401213.56,252367.929,0.000127427,1993.107197
eDCC12,216192.672,1773969.11,1249785.78,6301775.31,246980.146,0.000127427,1992.451275
eDCC12,221340.116,1743741.12,1216295.05,6085026.4,236272.671,0.000127427,1991.795353
eDCC12,226487.561,1708591.04,1180694.04,5913416.95,224719.298,0.000127427,1991.13943
eDCC12,231635.005,1677578.07,1145554.26,5913416.95,210871.815,0.000127427,1990.483509
eDCC12,236782.45,1635527.45,1099755.78,5751850.33,206464.855,0.000127427,1989.827586
eDCC12,241929.894,1580168.33,1067532.89,5661928.47,196401.411,0.000127427,1989.171664
eDCC12,247077.339,1547812.54,1015668.31,5591457.5,186299.197,0.000127427,1988.515742
eDCC12,252224.784,1515637.61,994274.152,5483673.21,178565.583,0.000127427,1987.85982
eDCC12,257372.228,1482482.84,959570.262,5483673.21,167042.808,0.000127427,1987.203898
eDCC12,262519.673,1451471.24,937822.141,5324137.8,161489.891,0.000127427,1986.547976
eDCC12,267667.117,1414944.97,907095.338,5324137.8,143997.286,0.000127427,1985.892054
eDCC12,272814.562,1399094.29,879191.993,5315769.93,136800.827,0.000127427,1985.236132
eDCC12,277962.006,1357415.86,845579.809,5266183.38,130879.435,0.000127427,1984.58021
eDCC12,283109.451,1332716.16,829034.66,5235242,123103.389,0.000127427,1983.924288
eDCC12,288256.896,1297383.72,817207.796,5094050.2,119135.501,0.000127427,1983.268366
eDCC12,293404.34,1259185.16,796000.578,4925699.53,117397.998,0.000127427,1982.612444
eDCC12,298551.785,1231951.72,769051.563,4891211.18,112652.212,0.000127427,1981.956522
eDCC12,303699.229,1195221.84,751858.48,4891211.18,108083.278,0.000127427,1981.3006
eDCC12,308846.674,1175518.13,738870.177,4891211.18,105818.053,0.000127427,1980.644678
eDCC12,313994.118,1143385.82,719054.857,4846870.06,102874.154,0.000127427,1979.988756
eDCC12,319141.563,1113024.63,693565.658,4751240.82,100657.283,0.000127427,1979.332834
eDCC12,324289.007,1091198.11,669038.327,4557862.27,98134.7135,0.000127427,1978.676912
eDCC12,329436.452,1066937.2,651400.336,4333737.8,97475.6343,0.000127427,1978.02099
eDCC12,334583.897,1048981.79,635962.722,4295425.17,94482.6952,0.000127427,1977.365068
eDCC12,339731.341,1023181.62,622915.654,4220652.99,92969.9244,0.000127427,1976.709146
eDCC12,344878.786,997840.935,606491.262,4133032.67,90368.9273,0.000127427,1976.053224
eDCC12,350026.23,974816.562,591705.509,4072390.7,91136.0966,0.000127427,1975.397302
eDCC12,355173.675,953774.517,583207.232,4059652.69,90124.2944,0.000127427,1974.74138
eDCC12,360321.119,932628.109,560082.144,3983635.82,89017.0042,0.000127427,1974.085458
eDCC12,365468.564,910987.74,550713.03,3885073.73,90112.1425,0.000127427,1973.429536
eDCC12,370616.009,893944.914,528110.657,3921913.9,89670.8014,0.000127427,1972.773614
eDCC12,375763.453,873244.976,515971.227,3805854.81,89024.2727,0.000127427,1972.117692
eDCC12,380910.898,855784.736,507731.802,3800997.31,87365.1324,0.000127427,1971.461769
eDCC12,386058.342,840540.972,499484.484,3616917.25,87734.8597,0.000127427,1970.805847
eDCC12,391205.787,821411.166,485173.62,3583181.56,87661.2574,0.000127427,1970.149925
eDCC13,0,379747.817,197201.469,1807161.24,27669.7417,0.000122909,2020
eDCC13,7637.11118,1330032.92,1069844.26,3653714.45,311317.316,0.000122909,2019.061327
eDCC13,15274.2224,2414087.28,2158903.77,5514548.02,794790.372,0.000122909,2018.122655
eDCC13,22911.3335,2869384.56,2562094.81,6408673.93,1105715.46,0.000122909,2017.183982
eDCC13,30548.4447,3137829.97,2758541.04,6997962.1,1209344.47,0.000122909,2016.245309
eDCC13,38185.5559,3252825.5,2847347.51,7343880.83,1223336.21,0.000122909,2015.306637
eDCC13,45822.6671,3288994.58,2887327.86,7462586.07,1153939.71,0.000122909,2014.367964
eDCC13,53459.7783,3260748.72,2858721.45,7648475.61,845384.321,0.000122909,2013.429291
eDCC13,61096.8895,3175911.24,2780945.4,8079567.74,536626.627,0.000122909,2012.490619
eDCC13,68734.0006,2967386.82,2606350.77,8079567.74,416825.045,0.000122909,2011.551946
eDCC13,76371.1118,2733092.08,2252490.93,8305284.31,407212.347,0.000122909,2010.613273
eDCC13,84008.223,2517298.17,1746674.34,8097584.03,391252.717,0.000122909,2009.674601
eDCC13,91645.3342,2346849.51,1336401.12,8079567.74,371457.963,0.000122909,2008.735928
eDCC13,99282.4454,2176598.14,1151908.59,8007336.23,405838.616,0.000122909,2007.797255
eDCC13,106919.557,2000764.77,1051920.66,7955581.85,417948.974,0.000122909,2006.858583
eDCC13,114556.668,1832006.65,1019704.07,7252169.39,438228.207,0.000122909,2005.91991
eDCC13,122193.779,1686708.05,1002066.89,6827282.3,448423.591,0.000122909,2004.981237
eDCC13,129830.89,1552804.78,983896.248,6581292.58,448593.446,0.000122909,2004.042565
eDCC13,137468.001,1471779.26,979230.854,6505537.12,449666.324,0.000122909,2003.103892
eDCC13,145105.112,1374501.13,970453.918,5680214.68,453933.038,0.000122909,2002.16522
eDCC13,152742.224,1294196.36,967120.502,4948644.72,452170.7,0.000122909,2001.226547
eDCC13,160379.335,1235174.16,962615.595,4312149.44,448593.446,0.000122909,2000.287874
eDCC13,168016.446,1180904.09,958341.38,3514630.68,448593.446,0.000122909,1999.349202
eDCC13,175653.557,1139227.05,959592.302,3022307.56,453598.858,0.000122909,1998.410529
eDCC13,183290.668,1112889.04,958341.38,2780329.26,451750.145,0.000122909,1997.471856
eDCC13,190927.78,1098642.89,951940.448,2682228.84,451750.145,0.000122909,1996.533183
eDCC13,198564.891,1085366.88,950521.589,2617417.66,453598.858,0.000122909,1995.594511
eDCC13,206202.002,1079271.9,944586.389,2617417.66,455080.234,0.000122909,1994.655838
eDCC13,213839.113,1074105.11,942916.055,2545929.62,453933.038,0.000122909,1993.717166
eDCC13,221476.224,1071120.07,943138.993,2518737.09,449124.363,0.000122909,1992.778493
eDCC13,229113.335,1073473.25,943138.993,2518737.09,449124.363,0.000122909,1991.83982
eDCC13,236750.447,1070419.72,942653.905,2458921.49,449124.363,0.000122909,1990.901148
eDCC13,244387.558,1066369.75,939793.758,2413294.99,449666.324,0.000122909,1989.962475
eDCC13,252024.669,1064154.2,937144.215,2402918.2,448423.591,0.000122909,1989.023802
eDCC13,259661.78,1060186.12,935743.372,2387432.78,447499.566,0.000122909,1988.08513
eDCC13,267298.891,1056391.4,931766.644,2368741.49,446560.99,0.000122909,1987.146457
eDCC13,274936.003,1053154.29,928735.093,2348736.3,443977.361,0.000122909,1986.207784
eDCC13,282573.114,1049660.15,928561.057,2305047.88,441770.169,0.000122909,1985.269112
eDCC13,290210.225,1048178.98,928535.028,2305047.88,434440.07,0.000122909,1984.330439
eDCC13,297847.336,1047024.82,926682.513,2294856.72,434922.706,0.000122909,1983.391766
eDCC13,305484.447,1046650.2,927761.493,2306604.85,434922.706,0.000122909,1982.453094
eDCC13,313121.558,1044567.44,926160.748,2298383.79,432687.72,0.000122909,1981.514421
eDCC13,320758.67,1043966.65,925491.717,2306604.85,431346.84,0.000122909,1980.575748
eDCC13,328395.781,1043103.64,924956.514,2318378.06,429734.246,0.000122909,1979.637076
eDCC13,336032.892,1042694.25,923422.118,2326504.29,424463.596,0.000122909,1978.698403
eDCC13,343670.003,1042280.83,924498.395,2306604.85,426213.824,0.000122909,1977.75973
eDCC13,351307.114,1043790.69,923422.118,2326504.29,424463.596,0.000122909,1976.821058
eDCC13,358944.226,1040292.31,922388.416,2306604.85,416887.465,0.000122909,1975.882385
eDCC13,366581.337,1038784.58,920189.643,2306604.85,416394.424,0.000122909,1974.943712
eDCC13,374218.448,1039593.54,920189.643,2304515.41,415643.557,0.000122909,1974.00504
eDCC13,381855.559,1038874.41,919207.323,2304515.41,415104.066,0.000122909,1973.066367
eDCC13,389492.67,1038183.05,917905.767,2306604.85,414931.831,0.000122909,1972.127694
eDCC13,397129.781,1036682.01,917573.086,2304515.41,410902.401,0.000122909,1971.189022
eDCC13,404766.893,1035393.77,917573.086,2304515.41,409950.055,0.000122909,1970.250349
eDCC13,412404.004,1034534.52,917489.64,2298383.79,409950.055,0.000122909,1969.311676
eDCC13,420041.115,1034087.7,917489.64,2298383.79,409250.402,0.000122909,1968.373004
eDCC13,427678.226,1035876.79,917489.64,2304515.41,409250.402,0.000122909,1967.434331
eDCC13,435315.337,1036082.28,916718.815,2306604.85,409950.055,0.000122909,1966.495659
eDCC13,442952.449,1035773.23,914392.156,2318378.06,409250.402,0.000122909,1965.556986
eDCC13,450589.56,1034039.27,913009.256,2318378.06,409031.086,0.000122909,1964.618313
eDCC13,458226.671,1034335.31,911540.684,2318378.06,409031.086,0.000122909,1963.679641
eDCC13,465863.782,1035724.08,913259.96,2326504.29,409031.086,0.000122909,1962.740968
eDCC13,473500.893,1035758.95,911595.731,2326504.29,404191.22,0.000122909,1961.802295
eDCC13,481138.004,1035218.86,911540.684,2318378.06,404191.22,0.000122909,1960.863623
eDCC13,488775.116,1034999.28,911595.731,2318378.06,402944.382,0.000122909,1959.92495
eDCC13,496412.227,1036863.08,911540.684,2341280.42,401471.523,0.000122909,1958.986277
eDCC13,504049.338,1036556.35,911203.661,2348736.3,395918.532,0.000122909,1958.047605
eDCC13,511686.449,1034473.6,910681.949,2348736.3,395225.772,0.000122909,1957.108932
eDCC13,519323.56,1033135.83,910085.367,2348736.3,394938.663,0.000122909,1956.170259
eDCC13,526960.672,1033423.71,909787.49,2368741.49,387751.211,0.000122909,1955.231587
eDCC13,534597.783,1033101.37,909519.231,2388857.74,381492.264,0.000122909,1954.292914
eDCC13,542234.894,1030847,906993.39,2388857.74,378083.286,0.000122909,1953.354241
eDCC13,549872.005,1031020.33,906993.39,2388857.74,373181.848,0.000122909,1952.415569
eDCC13,557509.116,1030344.84,906599.24,2368741.49,364986.745,0.000122909,1951.476896
eDCC13,565146.227,1030808.62,906599.24,2388857.74,364986.745,0.000122909,1950.538223
eDCC13,572783.339,1030345.2,906993.39,2388857.74,358681.101,0.000122909,1949.599551
eDCC13,580420.45,1030173.71,906599.24,2388857.74,350195.597,0.000122909,1948.660878
eDCC13,588057.561,963663.258,855876.289,2388857.74,343198.116,0.000122909,1947.722205
eDCC13,595694.672,937792.083,858058.054,2388857.74,333137.913,0.000122909,1946.783533
eDCC13,603331.783,909772.93,854835.742,2390864.13,326112.021,0.000122909,1945.84486
eDCC13,610968.895,884701.802,850317.285,2396660.07,323704.673,0.000122909,1944.906187
eDCC13,618606.006,868799.052,847617.318,2390864.13,323704.673,0.000122909,1943.967515
eDCC13,626243.117,840065.149,846578.7,2388857.74,318978.566,0.000122909,1943.028842
eDCC13,633880.228,818375.189,843879.127,2388857.74,308853.443,0.000122909,1942.090169
eDCC13,641517.339,795792.359,841460.315,2390864.13,297554.143,0.000122909,1941.151497
eDCC13,649154.45,767678.372,840398.59,2396660.07,296196.339,0.000122909,1940.212824
eDCC13,656791.562,746340.853,840015.562,2396660.07,287356.253,0.000122909,1939.274151
eDCC13,664428.673,725100.213,837308.263,2396660.07,285581.578,0.000122909,1938.335479
eDCC13,672065.784,707953.234,834052.064,2390864.13,282005.679,0.000122909,1937.396806
eDCC13,679702.895,688138.786,831924.669,2390864.13,276473.982,0.000122909,1936.458133
eDCC13,687340.006,659214.765,830816.235,2390864.13,264753.957,0.000122909,1935.519461
eDCC13,694977.118,637027.709,830272.402,2368741.49,262955.042,0.000122909,1934.580788
eDCC13,702614.229,624356.281,829390.037,2390864.13,262245.434,0.000122909,1933.642115
eDCC13,710251.34,614945.09,829135.994,2390864.13,255055.011,0.000122909,1932.703443
eDCC13,717888.451,594782.931,828532.178,2388857.74,245053.385,0.000122909,1931.76477
eDCC13,725525.562,580203.083,828145.265,2388857.74,239188.567,0.000122909,1930.826098
eDCC13,733162.673,563420.843,828393.713,2388857.74,231658.318,0.000122909,1929.887425
eDCC13,740799.785,552406.674,826817.584,2390864.13,228302.027,0.000122909,1928.948752
eDCC13,748436.896,537859.215,826070.977,2397996.19,226847.62,0.000122909,1928.010079
eDCC13,756074.007,513032.333,825565.798,2397996.19,221620.921,0.000122909,1927.071407
eDCC14,0,193686.095,115331.057,841278.938,15428.2222,0.000132885,2020
eDCC14,4865.69627,737840.847,564882.446,2381303.54,173728.865,0.000132885,2019.353421
eDCC14,9731.39254,1414727.48,1123163.95,4060813.6,368938.688,0.000132885,2018.706842
eDCC14,14597.0888,1960807.58,1663398.14,5211772,528535.615,0.000132885,2018.060263
eDCC14,19462.7851,2394014.58,2072195.26,6022666.39,708539.764,0.000132885,2017.413684
eDCC14,24328.4813,2755884.22,2397033.7,6612813.89,827139.864,0.000132885,2016.767105
eDCC14,29194.1776,3007353.53,2630175.18,6947956.07,991574.43,0.000132885,2016.120526
eDCC14,34059.8739,3199105.2,2838864.51,7556846.26,1134796.25,0.000132885,2015.473947
eDCC14,38925.5701,3353586.71,2942896.13,7924016.55,1232965.13,0.000132885,2014.827368
eDCC14,43791.2664,3461545.25,3026741.45,8189368.31,1327912.13,0.000132885,2014.180789
eDCC14,48656.9627,3538256.47,3080225.33,8279089.1,1346496.65,0.000132885,2013.53421
eDCC14,53522.6589,3600548.4,3148588.46,8346218.4,1354680.23,0.000132885,2012.887631
eDCC14,58388.3552,3677398.08,3204152.98,8559530.2,1389575.63,0.000132885,2012.241052
eDCC14,63254.0515,3745005.03,3246431.73,8818322.46,1394331.38,0.000132885,2011.594473
eDCC14,68119.7478,3764295.22,3255259.97,9007855,1394331.38,0.000132885,2010.947895
eDCC14,72985.444,3810862.1,3275092.85,9053202.41,1395915.19,0.000132885,2010.301316
eDCC14,77851.1403,3841505.35,3303017.47,9122460.62,1406290,0.000132885,2009.654737
eDCC14,82716.8366,3861938.27,3312163.01,9198139.15,1395915.19,0.000132885,2009.008158
