Type,time,mean,median,upper,lower,year,rate
DCC7,5128.50028,1.87E+07,1.21E+07,6.76E+07,4272524.67,2019.1988,0.000156225
DCC7,7692.75042,1.87E+07,1.21E+07,6.66E+07,4289257.9,2018.7982,0.000156225
DCC7,10257.0006,1.84E+07,1.21E+07,6.41E+07,4302592.48,2018.3976,0.000156225
DCC7,12821.2507,1.82E+07,1.20E+07,6.23E+07,4302592.48,2017.997,0.000156225
DCC7,15385.5008,1.78E+07,1.19E+07,6.19E+07,4302592.48,2017.5964,0.000156225
DCC7,17949.751,1.72E+07,1.19E+07,5.89E+07,4239676.65,2017.1958,0.000156225
DCC7,20514.0011,1.68E+07,1.18E+07,5.64E+07,4208273.61,2016.7952,0.000156225
DCC7,23078.2513,1.62E+07,1.16E+07,5.44E+07,4137540.48,2016.3946,0.000156225
DCC7,25642.5014,1.60E+07,1.15E+07,5.16E+07,4105993.43,2015.994,0.000156225
DCC7,28206.7515,1.56E+07,1.14E+07,5.05E+07,3979342.27,2015.5934,0.000156225
DCC7,30771.0017,1.54E+07,1.13E+07,4.65E+07,3817980.13,2015.1928,0.000156225
DCC7,33335.2518,1.47E+07,1.12E+07,4.53E+07,3618718.99,2014.7922,0.000156225
DCC7,35899.502,1.45E+07,1.10E+07,4.48E+07,3472397.49,2014.3916,0.000156225
DCC7,38463.7521,1.42E+07,1.08E+07,4.47E+07,3099200.45,2013.991,0.000156225
DCC7,41028.0023,1.39E+07,1.06E+07,4.38E+07,2891823.93,2013.5904,0.000156225
DCC7,43592.2524,1.37E+07,1.05E+07,4.35E+07,2490455.34,2013.1898,0.000156225
DCC7,46156.5025,1.33E+07,1.04E+07,4.26E+07,1704066.55,2012.7892,0.000156225
DCC7,48720.7527,1.29E+07,1.01E+07,4.13E+07,1135315.87,2012.3886,0.000156225
DCC7,51285.0028,1.25E+07,9845613.49,4.13E+07,891287.812,2011.988,0.000156225
DCC7,53849.253,1.21E+07,9499146.72,3.96E+07,699568.541,2011.5874,0.000156225
DCC7,56413.5031,1.15E+07,8957518.7,3.93E+07,520399.552,2011.1868,0.000156225
DCC7,58977.7532,1.08E+07,8474554,3.78E+07,438688.982,2010.7862,0.000156225
DCC7,61542.0034,1.03E+07,7806335.23,3.78E+07,371577.511,2010.3856,0.000156225
DCC7,64106.2535,9888550.27,7166691.59,3.79E+07,392485.391,2009.985,0.000156225
DCC7,66670.5037,9331135.79,6290930.93,3.64E+07,404309.3,2009.5844,0.000156225
DCC7,69234.7538,8923638.35,5269849.68,3.61E+07,421637.569,2009.1838,0.000156225
DCC7,71799.0039,8443708.46,4049255.34,3.46E+07,426713.767,2008.7832,0.000156225
DCC7,74363.2541,8034013.86,2960930.64,3.31E+07,436628.202,2008.3826,0.000156225
DCC7,76927.5042,7719593.45,2322705.2,3.31E+07,458354.931,2007.982,0.000156225
DCC7,79491.7544,7278229.9,1946356.2,3.30E+07,425384.714,2007.5814,0.000156225
DCC7,82056.0045,6837833.63,1730683.72,3.12E+07,447300.06,2007.1808,0.000156225
DCC7,84620.2546,6541652.05,1666086.83,3.08E+07,424383.788,2006.7802,0.000156225
DCC7,87184.5048,6132376.71,1595360.11,2.96E+07,437017.06,2006.3796,0.000156225
DCC7,89748.7549,5895189.27,1517908.36,2.95E+07,432861.31,2005.979,0.000156225
DCC7,92313.0051,5486762.72,1467889.84,2.89E+07,404655.136,2005.5784,0.000156225
DCC7,94877.2552,5125170.13,1440785.37,2.78E+07,413578.753,2005.1778,0.000156225
DCC7,97441.5053,4846492.78,1398556.98,2.70E+07,371673.535,2004.7772,0.000156225
DCC7,100005.755,4433074,1373794.93,2.65E+07,363078.565,2004.3766,0.000156225
DCC7,102570.006,4162992.81,1327378.58,2.62E+07,346214.425,2003.976,0.000156225
DCC7,105134.256,3930381.84,1300545.47,2.52E+07,322453.741,2003.5754,0.000156225
DCC7,107698.506,3722916.09,1279441.33,2.40E+07,309897.244,2003.1748,0.000156225
DCC7,110262.756,3515871.53,1261482.82,2.34E+07,292506.572,2002.7742,0.000156225
DCC7,112827.006,3343981.1,1227410.93,2.28E+07,277670.434,2002.3736,0.000156225
DCC7,115391.256,3106787.23,1205462.63,2.16E+07,266302.144,2001.973,0.000156225
DCC7,117955.506,2917560.38,1183684.83,2.12E+07,246974.884,2001.5724,0.000156225
DCC7,120519.757,2737486.12,1163613.87,2.03E+07,232084.344,2001.1718,0.000156225
DCC7,123084.007,2525867.77,1140785.68,1.97E+07,221924.611,2000.7712,0.000156225
DCC7,125648.257,2323376.56,1100903.26,1.73E+07,220933.006,2000.3706,0.000156225
DCC7,128212.507,2177106.79,1066528.16,1.62E+07,213386.162,1999.97,0.000156225
DCC7,130776.757,2031709.68,1046499.73,1.36E+07,190702.001,1999.5694,0.000156225
DCC7,133341.007,1880440.27,1008999.63,1.13E+07,148368.213,1999.1688,0.000156225
DCC7,135905.257,1792818.27,990597.646,1.06E+07,135786.76,1998.7682,0.000156225
DCC7,138469.508,1660376.58,974708.572,8219944.04,112017.504,1998.3676,0.000156225
DCC7,141033.758,1546581.96,946097.776,6785271.13,105047.383,1997.967,0.000156225
DCC7,143598.008,1456966.35,912955.18,4907908.25,95227.0246,1997.5664,0.000156225
DCC7,146162.258,1372824.23,896568.543,4547160.19,88544.126,1997.1658,0.000156225
DCC7,148726.508,1285963.47,857055.671,4309859.5,81882.7101,1996.7652,0.000156225
DCC7,151290.758,1213961.82,813065.41,4158192.54,80125.3758,1996.3646,0.000156225
DCC7,153855.008,1167634.87,795477.824,4117507.66,78981.1462,1995.964,0.000156225
DCC7,156419.259,1119329.08,764765.768,4067748.63,77887.9887,1995.5634,0.000156225
DCC7,158983.509,1100801.41,738502.716,4029720.46,75320.2639,1995.1628,0.000156225
DCC7,161547.759,1080389.62,717984.443,3947696.64,74682.3824,1994.7622,0.000156225
DCC7,164112.009,1050103.58,685590.053,3915700.79,72755.7293,1994.3616,0.000156225
DCC7,166676.259,1008538.11,659549.312,3693707.06,69222.5814,1993.961,0.000156225
DCC7,169240.509,989324.34,623998.37,3724783.95,67644.276,1993.5604,0.000156225
DCC7,171804.759,979725.951,603266.76,3783153.34,66799.582,1993.1598,0.000156225
DCC7,174369.01,966002.825,579840.776,3895916.77,65624.6311,1992.7592,0.000156225
DCC7,176933.26,948483.396,558272.519,3783153.34,65624.6311,1992.3586,0.000156225
DCC7,179497.51,926934.972,526121.328,3724783.95,65577.1814,1991.958,0.000156225
DCC7,182061.76,902891.166,501245.014,3748088.1,65624.6311,1991.5574,0.000156225
DCC7,184626.01,882536.154,483549.312,3724783.95,65131.6917,1991.1568,0.000156225
DCC7,187190.26,866231.334,453324.946,3724783.95,64464.3344,1990.7562,0.000156225
DCC7,189754.51,849544.351,412453.179,3715553.79,64214.1427,1990.3556,0.000156225
DCC7,192318.761,827749.066,391715.192,3559200.8,63230.4623,1989.955,0.000156225
DCC7,194883.011,811841.706,366095.6,3516708.07,62596.7767,1989.5544,0.000156225
DCC7,197447.261,788837.452,335515.54,3431930.06,61141.1597,1989.1538,0.000156225
DCC7,200011.511,763438.495,322069.253,3287911.72,59329.8293,1988.7532,0.000156225
DCC7,202575.761,746544.551,308715.626,3287911.72,59205.9971,1988.3526,0.000156225
DCC7,205140.011,731735.143,294906.807,3241803,58352.3846,1987.952,0.000156225
DCC7,207704.261,717154.021,280925.802,3234046.42,58045.2539,1987.5514,0.000156225
DCC7,210268.512,692543.939,271908.102,3118770.39,57571.3906,1987.1508,0.000156225
DCC7,212832.762,671774.441,264256.388,3003790.75,56286.5118,1986.7502,0.000156225
DCC7,215397.012,654619.623,257522.693,2940253.66,56018.9804,1986.3496,0.000156225
DCC7,217961.262,643920.883,247753.762,2907887.01,55665.1518,1985.949,0.000156225
DCC7,220525.512,626127.724,241034.209,2845573.52,54930.3336,1985.5484,0.000156225
DCC7,223089.762,612780.234,233830.275,2822227.11,51680.1366,1985.1478,0.000156225
DCC7,225654.012,594098.661,231702.609,2747899.37,50957.9023,1984.7472,0.000156225
DCC7,228218.263,584343,228509.756,2707150.25,50691.19,1984.3466,0.000156225
DCC7,230782.513,575870.756,224660.205,2693798.62,48141.7561,1983.946,0.000156225
DCC7,233346.763,564416.687,219210.176,2681588.73,45893.8555,1983.5454,0.000156225
DCC7,235911.013,551411.368,217397.876,2641820.53,43762.5625,1983.1449,0.000156225
DCC7,238475.263,539766.729,213520.153,2614257.38,42625.2322,1982.7443,0.000156225
DCC7,241039.513,523303.284,211252.674,2571960.57,41941.6332,1982.3437,0.000156225
DCC7,243603.763,511060.425,206999.738,2563198.17,41941.6332,1981.9431,0.000156225
DCC7,246168.014,492115.538,203748.206,2502553.34,40774.7066,1981.5425,0.000156225
DCC7,248732.264,484338.165,199334.863,2450849.22,39315.7635,1981.1419,0.000156225
DCC7,251296.514,473474.187,196282.949,2382942.48,37855.255,1980.7413,0.000156225
DCC7,253860.764,NaN,NaN,NaN,NaN,1980.3407,0.000156225
