node	geo_loc_name_country
root	Germany
n0	Germany
n3434	USA
n00	Germany
n34	Germany
n35	USA
n38	USA
SRR29408758	China
n1	Germany
SRR25361493	Australia
SRR29408763	China
n3535	USA
ERR5412439	UK
n3838	USA
n4242	USA
n11	Germany
n12	Germany
n36	Thailand
n3636	USA
n39	USA
n40	USA
n43	Australia
n4343	USA
ERR7253734	Germany
n2	Germany
n1212	Germany
n3232	UK
SRR14043056	Thailand
SRR14043055	Thailand
n37	USA
n3737	USA
SRR13786059	USA
n3939	USA
SRR23701748	Australia
n4040	USA
SRR25361497	Australia
SRR25361548	Australia
SRR15713766	USA
n4444	USA
n22	UK
n3	Germany
n13	Germany
n32	Spain
ERR5413688	UK
n3333	UK
SRR21939576	USA
SRR21939575	USA
SRR21939578	USA
SRR21939577	USA
SRR14736626	USA
SRR14736627	USA
n41	USA
n4141	USA
n45	USA
n46	USA
ERR337787	UK
ERR363377	UK
n33	Germany
ERR5384765	Norway
n1313	UK
n16	Germany
ERR3198386	Spain
ERR3198395	Spain
ERR5413733	UK
ERR115054	UK
SRR30795527	USA
SRR15713760	USA
SRR30795502	USA
n42	USA
SRR15713806	USA
n4545	USA
SRR30795558	USA
n4646	USA
n4	Germany
n10	Germany
ERR337779	UK
n14	UK
n1616	Germany
n1717	Germany
SRR25404801	USA
SRR26031968	USA
SRR25404803	USA
SRR15713764	USA
n47	USA
n67	USA
n44	Germany
n99	UK
n1010	Denmark
DRR317541	Taiwan
ERR363372	UK
n1414	UK
ERR4326576	Germany
n17	Germany
n18	Germany
n3131	Germany
n4747	USA
n5555	USA
SRR15713807	USA
n6767	USA
n5	Germany
n7	Germany
ERR374166	UK
ERR340536	UK
ERR5384775	Norway
n1111	Denmark
n15	UK
n1515	UK
ERR4326492	Germany
ERR7253768	Germany
n1818	Germany
n26	Germany
ERR4326566	Germany
ERR4326570	Germany
n48	USA
n5353	USA
ERR5413490	UK
n56	USA
n68	Canada
n69	USA
ERR7253813	Germany
n55	Germany
ERR2759447	Netherlands
n77	Germany
ERR369135	Denmark
ERR369142	Denmark
ERR363365	UK
ERR363369	UK
ERR337782	UK
ERR337775	UK
n19	Germany
n21	Germany
n2626	Germany
ERR4326498	Germany
n4848	USA
SRR21939589	USA
n54	Australia
SRR21939552	USA
n5656	USA
SRR12574873	USA
SRR26727931	Canada
n6868	Canada
SRR12051859	USA
n6969	USA
n6	Germany
n66	Germany
n8	Germany
SRR14719256	Singapore
n1919	Germany
n2020	Germany
n2121	Germany
n2222	Germany
n27	Germany
ERR4326493	Germany
n49	USA
SRR21939595	USA
SRR6871408	Australia
n5454	Australia
n57	USA
n5858	USA
SRR26727914	Canada
SRR26728044	Canada
n70	USA
n72	USA
ERR4298303	Germany
ERR4298319	Germany
ERR7253677	Germany
ERR7253694	Germany
n88	USA
n9	Germany
ERR4326519	Germany
n20	Germany
ERR4326544	Germany
ERR4326571	Germany
ERR4326535	Germany
ERR4326536	Germany
n23	Germany
ERR4326503	Germany
ERR4326497	Germany
n2727	Germany
n4949	USA
n51	USA
SRR25361432	Australia
SRR25361427	Australia
n5757	USA
SRR12051511	USA
n59	USA
n61	USA
SRR7800557	USA
n7070	USA
n7272	USA
n7474	USA
SRR25404812	USA
SRR15713776	USA
ERR7253778	Germany
ERR4326532	Germany
ERR4326567	Germany
ERR4326553	Germany
n2323	Germany
ERR4326554	Germany
n28	Germany
n2828	Germany
SRR21939593	USA
n50	USA
n5151	USA
n52	USA
SRR12051579	USA
n58	USA
ERR374018	USA
n5959	USA
n6161	USA
n6363	USA
SRR21939556	USA
n71	USA
SRR12051688	USA
n73	USA
n75	USA
n76	USA
n24	Germany
n2424	Germany
ERR4326534	Germany
ERR4326558	Germany
n29	Germany
ERR4326504	Germany
SRR21939573	USA
n5050	USA
SRR21939596	USA
SRR24927426	USA
n5252	USA
n53	USA
SRR12051581	USA
SRR12051580	USA
n60	USA
n6060	USA
SRR21939512	USA
n62	USA
n64	USA
n6464	USA
SRR21939557	USA
n7171	USA
n7373	USA
SRR12051689	USA
SRR12051573	USA
n7575	USA
SRR12051697	USA
SRR12051696	USA
ERR4326518	Germany
ERR4326517	Germany
n25	Germany
ERR4326561	Germany
n2929	Germany
n3030	Germany
SRR21939597	USA
SRR24927427	USA
SRR21939574	USA
SRR21939594	USA
SRR21939572	USA
SRR21939590	USA
ERR349292	USA
ERR349326	USA
ERR373953	USA
SRR3321825	USA
SRR21939511	USA
n6262	USA
SRR29263891	USA
SRR29263882	USA
SRR29263892	USA
n65	USA
SRR21939555	USA
SRR21939558	USA
n74	USA
SRR7800408	USA
SRR12051572	USA
SRR12051571	USA
n2525	Germany
ERR4326533	Germany
ERR4326542	Germany
n30	Germany
n31	Germany
ERR4326543	Germany
SRR21939509	USA
n63	USA
n6565	USA
SRR29263893	USA
SRR12051687	USA
SRR12051686	USA
ERR4326560	Germany
ERR4326559	Germany
ERR4326545	Germany
ERR4326557	Germany
ERR4326556	Germany
ERR4326555	Germany
SRR21939508	USA
SRR21939507	USA
n6666	USA
SRR29263880	USA
SRR29263895	USA
SRR29263897	USA
