node	geo_loc_name_country
root	USA
n0	USA
DRR245210	USA
n00	USA
DRR245185	USA
n1	USA
n13161316	USA
n11	USA
SRR25361520	Australia
n1317	USA
ERR373983	USA
n2	USA
n13111311	USA
n13171317	Canada
DRR245195	USA
n22	USA
n1003	USA
n1312	USA
n1316	USA
n1318	Canada
n1319	Canada
n3	USA
n645645	USA
n10031003	USA
n13101310	USA
n13121312	USA
n1315	USA
SRR12051670	USA
ERR494947	Australia
n13181318	Canada
SRR16943892	Canada
SRR16943737	Canada
SRR16943736	Canada
n33	USA
n464464	USA
n646	USA
n996	USA
n1004	USA
n1306	USA
n1311	USA
ERR5412341	UK
n13131313	USA
n13141314	USA
n13151315	UK
ERR373994	USA
SRR16943893	Canada
SRR16943891	Canada
n4	USA
n439439	USA
n465	USA
n640640	USA
n646646	USA
SRR30795412	USA
n996996	USA
SRR25361505	Australia
n10041004	USA
n1226	USA
n13061306	USA
n1309	USA
SRR12051762	USA
SRR900210	USA
n1314	USA
SRR30795554	USA
ERR5412318	UK
SRR30795488	USA
ERR5412605	UK
SRR6046393	UK
n44	USA
n432	USA
n440	USA
n459	USA
n465465	USA
n598598	USA
n641	USA
n644	USA
n647	USA
n995995	USA
n997	USA
n10001000	USA
n1005	USA
n12171217	USA
n12261226	USA
n12681268	USA
n1307	USA
n1308	USA
n13091309	USA
SRR7800626	USA
SRR29263911	USA
SRR29263910	USA
n5	USA
n428428	Germany
n432432	USA
n438	USA
n440440	UK
n455455	UK
n459459	USA
n464	Germany
n466	USA
n597597	USA
n599	USA
n639639	USA
n641641	Australia
n643	Australia
n644644	USA
SRR7800440	USA
n647647	USA
n994	USA
ERR459970	Ireland
ERR5412782	UK
n997997	Australia
n999	USA
n1001	USA
SRR26727924	Canada
n10051005	USA
n12151215	USA
n1218	USA
ERR459974	Ireland
n1227	USA
n1260	USA
n1269	USA
n12981298	USA
n13071307	USA
DRR245242	USA
n13081308	USA
SRR12051575	USA
n1310	USA
ERR374020	USA
n55	USA
SRR12051533	USA
n429	Germany
ERR1413194	Germany
n433	USA
n436	USA
n438438	USA
n439	USA
n441	UK
n451451	UK
n456	UK
n458	UK
n460	USA
SRR7800697	USA
ERR7253679	Germany
ERR4298305	Germany
n466466	USA
ERR373968	USA
n598	UK
DRR245232	USA
n599599	USA
n636	USA
n640	USA
ERR373951	USA
n642	Australia
ERR459938	Australia
n643643	Australia
SRR25361551	Australia
n645	USA
SRR7800434	USA
n648	USA
n993993	Australia
n994994	USA
SRR15713763	USA
n998	Australia
n998998	Australia
n999999	USA
SRR8291538	USA
n10011001	USA
SRR12051742	USA
n1006	USA
n12131213	USA
n1216	USA
SRR12574856	USA
n12181218	USA
n12221222	Germany
n12271227	USA
n12581258	UK
n12601260	USA
SRR15713777	USA
n12691269	USA
n1285	USA
n1299	USA
n13031303	USA
DRR245238	USA
DRR245244	USA
DRR245209	USA
DRR245269	USA
ERR349315	USA
ERR349281	USA
n6	USA
SRR12051594	USA
n429429	Germany
n431431	Germany
n433433	USA
SRR7800672	USA
n436436	USA
n437437	UK
ERR349325	USA
ERR349291	USA
ERR363468	USA
ERR363415	USA
n441441	UK
ERR373982	USA
n452	UK
n455	UK
n456456	Germany
n457457	UK
n458458	UK
ERR484992	Sweden
n460460	USA
n463463	USA
n467	USA
n591591	USA
ERR340530	UK
ERR374160	UK
n600	USA
n630630	USA
n636636	USA
ERR7253743	Germany
ERR363458	USA
ERR363511	USA
n642642	Australia
ERR459937	Australia
SRR25361474	Australia
SRR25361440	Australia
SRR7800433	USA
SRR7800439	USA
n648648	Singapore
n992992	Denmark
SRR25361443	Australia
SRR25361466	Australia
n995	USA
SRR12051865	USA
ERR2524335	Australia
SRR23701799	Australia
SRR23701790	Australia
SRR23701809	Australia
n1000	USA
SRR12051515	USA
n1002	USA
SRR12051738	USA
n10061006	USA
n12001200	USA
n1214	USA
SRR7800708	USA
n12161216	Canada
n1217	USA
n1219	USA
SRR12051819	USA
n1223	Germany
n1225	Germany
n1228	USA
n12511251	USA
n1259	UK
ERR5414027	UK
n1261	USA
n12651265	USA
n1270	USA
n1284	USA
n12851285	UK
ERR459971	Ireland
n12991299	USA
n1303	USA
n1304	USA
SRR30795556	USA
n66	USA
ERR5637164	USA
n430	Germany
ERR1413190	Germany
ERR8266620	Germany
ERR8266621	Germany
n434	USA
SRR8291532	USA
n437	USA
SRR30795491	USA
ERR340522	UK
ERR374152	UK
n442	UK
ERR459981	UK
n452452	UK
n454	UK
ERR373964	USA
ERR5412011	UK
n457	Germany
ERR1413176	Germany
ERR343187	UK
ERR374049	UK
ERR369291	UK
ERR337852	UK
n461	USA
n463	USA
SRR30795510	USA
DRR245246	USA
n467467	USA
n560	USA
n592	USA
ERR5412401	UK
n600600	USA
n629	UK
n631	USA
n633633	USA
n637	USA
n639	USA
ERR459936	Australia
ERR459854	Australia
n649	Singapore
DRR317560	Taiwan
n993	UK
ERR369146	Denmark
SRR12051864	USA
SRR12051866	USA
SRR12051514	USA
SRR12051516	USA
n10021002	USA
SRR12051740	USA
n1007	USA
n11881188	USA
n1201	USA
n12101210	USA
n12141214	USA
SRR7800474	USA
SRR26728054	Canada
SRR26728000	Canada
ERR363486	USA
ERR363433	USA
n12191219	USA
n1222	USA
n12231223	Germany
n12241224	Germany
n12251225	Germany
ERR4326563	Germany
n12281228	USA
n12501250	USA
n1252	USA
n1258	UK
n12591259	UK
ERR5413164	UK
n12611261	USA
n1265	USA
n1266	USA
SRR15713761	USA
n12701270	USA
n12821282	USA
n12841284	USA
ERR8266666	USA
n1286	UK
n1295	Germany
n1300	USA
n13021302	Japan
SRR15713784	USA
SRR15713783	USA
n13041304	USA
n13051305	USA
n7	USA
n428	USA
n430430	Germany
ERR8266570	Germany
n434434	USA
SRR7800405	USA
SRR12051596	USA
SRR12051597	USA
n442442	UK
ERR459870	UK
n453	UK
n453453	UK
n454454	UK
ERR459868	UK
ERR8266628	Germany
ERR8266629	Germany
n461461	USA
n462462	USA
SRR7800647	USA
SRR7800644	USA
n468	USA
n559	USA
n560560	USA
n582582	USA
n592592	USA
n596	USA
n601	USA
ERR374026	USA
n629629	UK
n630	UK
n631631	USA
n633	USA
n634	USA
SRR21939505	USA
n637637	USA
DRR493671	USA
DRR245271	USA
DRR245200	USA
n649649	Singapore
n920920	Singapore
ERR5412057	UK
SRR6388763	UK
SRR12051741	USA
SRR12051739	USA
n10071007	USA
n1177	USA
n1189	USA
n1199	USA
n12011201	USA
n1210	USA
n1211	Canada
n1213	USA
n1215	USA
SRR7800480	USA
n1220	USA
SRR7800430	USA
SRR7800476	USA
SRR26041811	USA
n1224	Germany
ERR7253698	Germany
ERR4298307	Germany
ERR7253681	Germany
ERR4326562	Germany
ERR7253774	Germany
n1229	USA
n1250	USA
n1251	USA
SRR15713801	USA
n12521252	USA
n12561256	USA
ERR5413344	UK
ERR5412928	UK
ERR5413093	UK
ERR5414386	UK
n1262	USA
n12641264	USA
SRR30795448	USA
SRR30795509	USA
n12661266	USA
n1268	USA
n1271	USA
n1277	USA
n1283	USA
n12831283	USA
SRR30795485	USA
SRR30795439	USA
n12861286	UK
ERR5411974	UK
n12951295	Germany
n1297	Germany
n13001300	USA
SRR15713778	USA
Japan16	Japan
DRR317395	Japan
n1305	USA
SRR12051624	USA
SRR7800676	USA
SRR7800621	USA
n77	USA
n360360	USA
ERR5637158	USA
ERR5637157	USA
n431	Germany
ERR8266574	Germany
n435	USA
SRR21939560	USA
n443	UK
ERR494972	UK
ERR374080	UK
ERR343217	UK
ERR351969	UK
ERR374079	UK
SRR10958834	UK
SRR10958836	UK
n462	USA
SRR7800706	USA
SRR30795530	USA
DRR317606	Japan
n468468	USA
n526526	USA
n559559	USA
SRR25361417	Australia
n561	USA
ERR373977	USA
n583	USA
SRR30795496	USA
n593	USA
n595595	Canada
n596596	USA
n597	USA
n601601	USA
n626	USA
ERR5413212	UK
ERR5412843	UK
ERR5412557	UK
ERR5413215	UK
n632	USA
SRR12051530	USA
SRR12051847	USA
SRR12051848	USA
n634634	USA
SRR21939529	USA
n638	USA
DRR493670	USA
n650	Singapore
n919919	Canada
n921	Singapore
ERR2524336	Singapore
n1008	USA
n11751175	USA
n11771177	USA
DRR245216	USA
n11891189	UK
n11941194	USA
n11991199	USA
SRR7800603	USA
n1202	Spain
n12061206	USA
SRR12051534	USA
SRR12051535	USA
n12111211	Canada
SRR26727943	Canada
ERR349276	USA
ERR349310	USA
SRR7800475	USA
SRR7800473	USA
n12201220	USA
SRR26041810	USA
ERR7253804	Germany
ERR4298323	Germany
