node	Germany	UK
Node_7	0.1741768201619987	0.8258231798380012
SRR13083203	0.0	1.0
Node_6	0.11559307460920872	0.8844069253907912
ERR1081289	0.0	1.0
Node_5	0.11559264196523195	0.884407358034768
Node_1	3.395163404545364e-11	0.9999999999660485
Node_4	0.05006419025906682	0.9499358097409331
ERR115030	0.0	1.0
ERR119095	0.0	1.0
Node_3	0.05006169066627193	0.949938309333728
ERR7253800	1.0	0.0
ERR115081	0.0	1.0
Node_2	2.7215872195322555e-11	0.9999999999727841
ERR3198399	0.0	1.0
ERR567866	0.0	1.0
