node	geo_loc_name_country
root	UK
SRR25361468	Australia
n0	UK
ERR5413488	UK
n00	UK
n1	UK
n88	UK
n11	UK
n3	UK
n9	UK
n99	UK
n2	UK
ERR5412680	UK
n33	UK
n6	UK
ERR5412448	UK
ERR3198369	Spain
n10	UK
n19	UK
ERR3198390	Spain
n22	UK
n4	UK
n55	UK
n66	UK
n8	UK
n1010	UK
n18	UK
n1919	UK
n2222	UK
ERR363253	UK
ERR330767	UK
ERR5414274	UK
n44	UK
ERR494867	UK
ERR5384787	Norway
n7	UK
n77	UK
ERR5413805	UK
ERR369149	Denmark
n1111	UK
n1212	UK
ERR5412284	UK
n1818	UK
ERR7253666	Germany
n20	UK
n23	UK
n2424	UK
ERR5412215	UK
n5	UK
SRR6045697	UK
ERR5413543	UK
ERR5412366	UK
ERR1413175	Germany
n12	UK
ERR5413265	UK
ERR5413799	UK
n13	UK
ERR5414182	UK
ERR5412986	UK
ERR5412458	UK
n2020	UK
n2323	UK
ERR5414096	UK
n25	UK
n27	UK
ERR5413290	UK
ERR5413143	UK
ERR5412098	UK
ERR5413443	UK
n1313	UK
n15	UK
n21	Denmark
n2121	UK
n24	UK
ERR5413671	UK
ERR5384789	Norway
n2525	UK
ERR494844	UK
ERR494869	UK
n14	UK
ERR5412740	UK
n1515	UK
n1717	UK
ERR363457	Denmark
ERR363510	Denmark
ERR5412298	UK
ERR5412902	UK
ERR5413113	UK
ERR5412949	UK
n26	Denmark
n2626	Ireland
n1414	UK
ERR5412449	UK
n16	UK
ERR5413332	UK
ERR5412193	UK
ERR5412495	UK
SRR16943814	Canada
ERR369136	Denmark
ERR4020071	Ireland
ERR4020074	Ireland
ERR5413116	UK
ERR5413890	UK
n1616	UK
ERR5412593	UK
ERR5412984	UK
n17	UK
ERR5412785	UK
ERR5413425	UK
