node	geo_loc_name_country
root	UK
n0	UK
n66	UK
SRR25361526	Australia
n00	UK
n7	UK
n17	UK
ERR5413680	UK
n1	UK
n77	UK
n1313	UK
n1717	UK
n18	UK
n11	UK
n55	UK
n8	UK
n12	UK
n14	UK
n1414	UK
ERR330763	UK
ERR363249	UK
ERR343207	UK
n1818	UK
SRR25361494	Australia
n2	UK
ERR5413675	UK
n6	UK
n88	UK
n1111	UK
n1212	UK
n13	UK
ERR490689	UK
ERR494896	UK
n15	UK
n1515	UK
ERR374069	UK
ERR374070	UK
n22	UK
n3	UK
ERR494881	UK
ERR5412610	UK
ERR5414215	UK
n9	UK
ERR343205	UK
ERR374067	UK
ERR5411992	UK
ERR5412091	UK
ERR494889	UK
ERR494890	UK
ERR374110	UK
ERR374113	UK
n16	UK
n1616	UK
SRR6388736	UK
ERR5412775	UK
n33	UK
n44	UK
n99	UK
ERR5414256	UK
ERR343239	UK
ERR374116	UK
ERR343242	UK
ERR351979	UK
ERR5412965	UK
n4	UK
n5	Canada
ERR3198387	Spain
n10	UK
ERR5413580	UK
ERR5412761	UK
ERR5413512	UK
SRR26727918	Canada
SRR26727900	Canada
n1010	UK
ERR5412272	UK
ERR5413640	UK
ERR5413047	UK
