node	geo_loc_name_country
Node_129	USA
Node_7	USA
Node_128	USA
Node_6	USA
SRR30795445	USA
Node_8	USA
Node_127	USA
Node_4	USA
Node_5	USA
ERR5412050	UK
SRR30795472	USA
Node_17	USA
Node_126	USA
Node_3	USA
SRR12051659	USA
SRR30795423	USA
SRR30795408	USA
SRR7800696	USA
Node_16	USA
SRR12051680	USA
Node_125	USA
Node_1	USA
Node_2	USA
Node_14	USA
Node_15	UK
Node_39	USA
Node_124	USA
SRR30795499	USA
SRR12051681	USA
SRR30795451	USA
SRR12051576	USA
SRR26728071	Canada
Node_13	USA
ERR5413517	UK
ERR5413086	UK
Node_21	USA
Node_38	USA
Node_68	USA
Node_123	USA
SRR12051861	USA
Node_12	USA
Node_20	USA
SRR30795454	USA
Node_29	USA
Node_37	USA
Node_51	USA
Node_67	USA
Node_79	USA
Node_122	USA
SRR12051675	USA
Node_11	USA
Node_19	USA
SRR7800633	USA
Node_24	USA
Node_28	USA
SRR7800645	USA
Node_36	USA
Node_48	USA
Node_50	USA
Node_60	USA
Node_66	USA
Node_71	USA
Node_78	USA
SRR32604922	China
Node_121	UK
Node_9	USA
Node_10	USA
SRR12051835	USA
SRR12051836	USA
Node_22	USA
Node_23	USA
Node_27	USA
SRR21939501	USA
Node_32	Canada
Node_35	Canada
Node_40	USA
Node_47	USA
SRR18969506	China
Node_49	USA
Node_54	USA
Node_59	UK
Node_63	USA
Node_65	USA
Node_69	UK
Node_70	Ireland
ERR5412303	UK
Node_77	USA
ERR369267	UK
Node_120	UK
SRR12051632	USA
SRR12051771	USA
SRR7800560	USA
SRR7800489	USA
SRR21939500	USA
SRR21939499	USA
SRR21939503	USA
SRR21939502	USA
SRR21939498	USA
Node_26	USA
SRR26728005	Canada
Node_31	Canada
SRR16943881	Canada
Node_34	Canada
SRR21939561	USA
SRR21939563	USA
Node_45	USA
Node_46	USA
SRR7800639	USA
SRR30795579	USA
ERR374008	USA
Node_53	USA
Node_55	UK
Node_58	UK
Node_62	USA
SRR7800404	USA
Node_64	USA
ERR349304	USA
ERR337789	UK
ERR363379	UK
ERR4020063	Ireland
ERR4020066	Ireland
Node_73	USA
Node_76	USA
ERR337828	UK
Node_119	UK
SRR21939496	USA
Node_25	USA
SRR26727921	Canada
Node_30	Canada
SRR16943862	Canada
Node_33	Canada
Node_44	USA
SRR21939564	USA
SRR21939617	USA
SRR21939614	USA
ERR363435	USA
Node_52	USA
ERR5413571	UK
ERR5412905	UK
ERR5413426	UK
Node_57	UK
SRR12051655	USA
Node_61	USA
ERR349270	USA
ERR373962	USA
ERR374033	USA
Node_72	USA
ERR4020085	Ireland
Node_75	USA
Node_82	UK
Node_118	UK
SRR21939497	USA
SRR21939494	USA
SRR26727920	Canada
SRR26727976	Canada
SRR16943882	Canada
SRR16943747	Canada
Node_43	USA
SRR21939603	USA
ERR363488	USA
ERR374036	USA
ERR5412147	UK
Node_56	UK
SRR7800403	USA
SRR7800465	USA
ERR363467	USA
ERR363414	USA
ERR349323	USA
Node_74	USA
ERR369293	UK
Node_81	UK
ERR337834	UK
Node_117	UK
SRR21939570	USA
Node_42	USA
ERR5414006	UK
ERR5412955	UK
ERR349289	USA
ERR374024	USA
ERR369283	UK
Node_80	UK
ERR369273	UK
Node_116	UK
SRR21939633	USA
Node_41	USA
ERR337854	UK
ERR337844	UK
ERR337897	UK
Node_115	UK
SRR21939580	USA
SRR21939591	USA
Node_85	UK
Node_114	UK
Node_84	UK
ERR343183	UK
Node_90	UK
Node_113	UK
Node_83	UK
ERR374045	UK
Node_89	UK
ERR337875	UK
ERR369323	UK
Node_112	UK
ERR369339	UK
ERR337900	UK
Node_87	UK
Node_88	UK
ERR337884	UK
Node_111	UK
Node_86	UK
ERR369315	UK
ERR337833	UK
ERR369314	UK
ERR337899	UK
Node_110	UK
ERR369272	UK
ERR337876	UK
ERR369336	UK
Node_109	UK
ERR369338	UK
Node_108	UK
ERR374074	UK
Node_107	UK
ERR343212	UK
Node_106	UK
ERR374102	UK
Node_105	UK
Node_104	UK
ERR343232	UK
Node_98	UK
Node_103	UK
Node_96	UK
Node_97	UK
ERR374133	UK
Node_102	UK
Node_95	UK
ERR351974	UK
ERR343229	UK
ERR351970	UK
Node_101	UK
ERR340501	UK
ERR343233	UK
Node_94	UK
Node_99	UK
Node_100	UK
ERR374103	UK
Node_93	UK
ERR374131	UK
ERR374132	UK
ERR340502	UK
ERR340503	UK
Node_91	UK
Node_92	UK
ERR343228	UK
ERR374095	UK
ERR374096	UK
ERR374097	UK
