node	geo_loc_name_country
Node_51	UK
Node_3	UK
Node_50	UK
Node_1	UK
Node_2	UK
Node_5	UK
Node_49	UK
ERR5412293	UK
SRR6045227	UK
ERR5414053	UK
ERR3198480	UK
SRR6388694	UK
Node_4	UK
Node_9	UK
Node_48	UK
ERR5413089	UK
ERR5412823	UK
Node_6	Ireland
Node_8	UK
Node_21	UK
Node_47	UK
ERR4020078	Ireland
ERR4020083	Ireland
Node_7	UK
ERR5412363	UK
Node_10	UK
Node_20	UK
Node_34	UK
Node_46	UK
ERR5413102	UK
ERR5414138	UK
SRR6044820	UK
ERR5414206	UK
Node_11	UK
Node_19	UK
Node_24	UK
Node_32	UK
Node_37	UK
Node_45	UK
SRR6388739	UK
ERR5412220	UK
Node_12	UK
Node_18	UK
Node_22	UK
Node_23	UK
Node_30	UK
ERR5412473	UK
Node_35	UK
Node_36	UK
Node_38	UK
Node_44	UK
ERR5412441	UK
ERR5413329	UK
ERR5412609	UK
Node_17	UK
ERR5412996	UK
SRR6045881	UK
ERR374197	UK
ERR340566	UK
Node_26	UK
Node_29	UK
ERR5413507	UK
SRR6045361	UK
SRR6046595	UK
ERR5412689	UK
ERR340493	UK
ERR374123	UK
ERR5413673	UK
Node_43	UK
Node_16	UK
ERR5414187	UK
ERR5412674	UK
Node_25	UK
ERR5413527	UK
Node_28	UK
Node_40	UK
Node_42	UK
ERR5413956	UK
Node_15	UK
ERR5412325	UK
ERR5412388	UK
Node_27	UK
ERR5412344	UK
Node_39	UK
ERR5412578	UK
ERR5412235	UK
Node_41	UK
ERR5414338	UK
Node_14	UK
ERR5413557	UK
ERR5412558	UK
ERR5412232	UK
ERR5412333	UK
ERR5413227	UK
ERR5414359	UK
ERR5413186	UK
Node_13	UK
ERR5413858	UK
ERR5411997	UK
