node	France	Germany	Ireland	UK	USA
Node_17	1.1421596916992791e-14	1.2550641569565693e-13	3.4202820027097876e-14	0.9999999999991827	6.461152446140635e-13
SRR12574870	0.0	0.0	0.0	0.0	1.0
Node_25	5.537432638942386e-10	8.004793141754906e-09	1.7026102632464631e-09	7.2612854088637776e-09	0.9999999824775679
Node_27	1.7045803049933188e-10	2.241777688218146e-09	5.189725560037384e-10	0.9999999768043958	2.026439596611044e-08
Node_30	0.0021926349038414086	0.04209895279526554	0.00698224110678356	0.30520001588893825	0.6435261553051711
Node_40	3.4991428362225716e-09	4.0002048153952505e-08	1.0514255057248587e-08	0.9999997430353148	2.0294923921671938e-07
SRR12051732	0.0	0.0	0.0	0.0	1.0
SRR12051868	0.0	0.0	0.0	0.0	1.0
ERR1413193	0.0	1.0	0.0	0.0	0.0
Node_96	0.008221274977687407	0.12087652373128782	0.10028090571695795	0.11718304357280793	0.6534382520012589
Node_97	0.0035979841745230738	0.04114470023887789	0.4478815864259717	0.04316057646821135	0.4642151526924159
Node_108	0.011135197222536367	0.12618234360044864	0.042173636308134976	0.13687077766022626	0.6836380452086538
Node_120	0.010924995714105446	0.12659451192991736	0.0478299645855813	0.1392099486671671	0.6754405791032289
Node_129	0.007949801768267525	0.08845386026042935	0.08237525105451933	0.09885430202139907	0.7223667848953848
Node_131	0.005440765869584506	0.06313044333985311	0.40052487561709327	0.08170895484047265	0.44919496033299644
Node_134	1.7298896184121355e-10	1.9317248325132587e-09	7.41913787497431e-10	0.9999999868787393	1.0274633252007413e-08
Node_135	8.378157679663597e-10	9.228618678764317e-09	2.670579049361414e-09	1.0639243054536349e-08	0.9999999766237435
ERR5411988	0.0	0.0	0.0	1.0	0.0
Node_13	7.842284792915882e-15	8.617508237915999e-14	2.3484304105874274e-14	0.9999999999994389	4.436349657699774e-13
ERR494875	0.0	0.0	0.0	1.0	0.0
Node_16	7.842038169149738e-15	8.617237234963092e-14	2.3483565572694618e-14	0.9999999999994389	4.4362101436054237e-13
SRR5483263	0.0	0.0	0.0	0.0	1.0
SRR5483258	0.0	0.0	0.0	0.0	1.0
ERR340544	0.0	0.0	0.0	1.0	0.0
ERR374174	0.0	0.0	0.0	1.0	0.0
SRR19357813	0.0	0.0	0.0	0.0	1.0
Node_29	1.8494028029824877e-06	2.0880035209229958e-05	5.551069861896211e-06	3.027551843286383e-05	0.999941443973693
Node_33	1.656309280027016e-13	1.889988484355597e-12	4.976085523468106e-13	0.9999999999878516	9.595266315892748e-12
Node_39	2.7523208072397686e-10	3.0300601773951182e-09	8.243337113109136e-10	0.999999980282325	1.5588048878707535e-08
Node_55	0.008222107322280696	0.12088848138852701	0.10025750977503103	0.11719423536939112	0.6534376661447701
Node_95	0.008221595319702202	0.12087520328990553	0.10025379858488222	0.1171795279864729	0.6534698748190371
ERR374028	0.0	0.0	0.0	0.0	1.0
ERR4020087	0.0	0.0	1.0	0.0	0.0
SRR12051531	0.0	0.0	0.0	0.0	1.0
Node_107	0.010204080788840662	0.11278693011779382	0.032079181695569975	0.12041474249569402	0.7245150649021016
Node_115	0.0038970267882985454	0.042843948325235706	0.01171935908416747	0.04662182988345866	0.8949178359188397
Node_119	0.011958436907877472	0.13175558874941456	0.036546809662408794	0.1403179746103348	0.6794211900699644
Node_127	0.001827061361642991	0.020106878566927586	0.007082273736980223	0.021516106227896264	0.949467680106553
Node_128	8.145394195682509e-10	8.964421809098349e-09	3.1779671555762303e-09	9.59438439895574e-09	0.9999999774486872
