node	geo_loc_name_country
Node_144	USA
Node_1	USA
Node_143	USA
SRR30795561	USA
SRR30795560	USA
Node_2	USA
Node_142	USA
SRR12051563	USA
SRR12051599	USA
Node_24	USA
Node_141	USA
Node_22	USA
Node_23	Germany
Node_49	USA
Node_140	USA
SRR12051618	USA
Node_21	USA
ERR7253673	Germany
ERR4298299	Germany
ERR5412066	UK
Node_48	USA
Node_124	USA
Node_139	USA
Node_9	USA
Node_20	UK
Node_46	USA
Node_47	USA
Node_101	USA
Node_123	USA
SRR12574869	USA
Node_138	USA
Node_3	Germany
Node_6	Germany
ERR459982	UK
Node_19	UK
Node_32	USA
Node_45	USA
SRR31495972	USA
SRR31495970	USA
Node_99	USA
Node_100	USA
ERR1413182	Germany
Node_122	USA
Node_133	USA
Node_137	USA
ERR4298320	Germany
ERR7253695	Germany
ERR1413186	Germany
Node_4	USA
Node_15	UK
Node_18	UK
Node_26	USA
Node_31	USA
Node_41	USA
Node_44	USA
Node_98	USA
ERR7253742	Germany
ERR373970	USA
ERR374014	USA
SRR12051841	USA
Node_121	USA
ERR373966	USA
Node_132	USA
SRR12051653	USA
Node_136	USA
SRR315577	USA
SRR20982494	France
Node_14	UK
ERR5414349	UK
ERR3198414	UK
Node_17	UK
SRR12574870	USA
Node_25	USA
Node_27	UK
Node_30	USA
Node_40	UK
SRR12051732	USA
SRR12051868	USA
ERR1413193	Germany
Node_96	USA
Node_97	USA
Node_108	USA
Node_120	USA
Node_129	USA
Node_131	USA
Node_134	UK
Node_135	USA
ERR5411988	UK
Node_13	UK
ERR494875	UK
Node_16	UK
SRR5483263	USA
SRR5483258	USA
ERR340544	UK
ERR374174	UK
SRR19357813	USA
Node_29	USA
Node_33	UK
Node_39	UK
Node_55	USA
Node_95	USA
ERR374028	USA
ERR4020087	Ireland
SRR12051531	USA
Node_107	USA
Node_115	USA
Node_119	USA
Node_127	USA
Node_128	USA
SRR12574861	USA
Node_130	Ireland
ERR363320	UK
ERR330834	UK
SRR12051725	USA
SRR12051724	USA
SRR6388744	UK
Node_12	UK
ERR494915	UK
ERR494859	UK
SRR7800725	USA
Node_28	USA
ERR3198447	UK
ERR3198444	UK
Node_38	UK
ERR3198445	UK
Node_53	USA
Node_54	Germany
Node_68	USA
Node_94	USA
Node_102	USA
Node_106	USA
Node_109	USA
Node_114	USA
ERR1869534	Germany
Node_118	USA
Node_125	USA
Node_126	USA
ERR363482	USA
ERR363429	USA
ERR4020097	Ireland
ERR4020103	Ireland
ERR5413187	UK
Node_11	UK
SRR12051809	USA
SRR7800724	USA
Node_37	UK
ERR3198442	UK
Node_52	USA
SRR7800424	USA
ERR7253696	Germany
ERR4298321	Germany
SRR12574846	USA
Node_67	USA
Node_87	USA
Node_93	USA
SRR12051733	USA
SRR12051734	USA
Node_103	USA
Node_105	USA
SRR7800729	USA
SRR12051825	USA
Node_112	USA
Node_113	USA
Node_117	USA
SRR5483260	USA
ERR349313	USA
ERR349279	USA
ERR363493	USA
ERR363440	USA
SRR6388749	UK
Node_10	UK
ERR3198446	UK
Node_36	UK
SRR6045506	UK
Node_51	USA
Node_66	USA
SRR12051524	USA
Node_73	USA
Node_86	USA
Node_92	USA
SRR7800420	USA
SRR12051784	USA
SRR7800504	USA
SRR7800417	USA
Node_104	USA
Node_111	USA
ERR374011	USA
SRR12051844	USA
ERR373958	USA
SRR3666123	USA
Node_116	USA
ERR5412670	UK
SRR6388706	UK
ERR3198441	UK
Node_35	UK
Node_50	USA
SRR12051744	USA
Node_64	USA
Node_65	USA
Node_69	USA
Node_72	USA
Node_80	USA
Node_85	Germany
Node_88	USA
Node_91	USA
SRR7800416	USA
SRR12051783	USA
Node_110	UK
SRR12051820	USA
SRR12051798	USA
SRR7800723	USA
ERR3198443	UK
Node_34	UK
SRR12051633	USA
ERR459798	UK
Node_63	USA
SRR12051548	USA
SRR12051789	USA
SRR12051778	USA
SRR12574858	USA
ERR7253741	Germany
Node_71	USA
ERR373981	USA
Node_75	USA
Node_79	USA
Node_83	Germany
Node_84	USA
SRR3321827	USA
SRR7800726	USA
Node_90	USA
SRR12051582	USA
ERR374172	UK
ERR340542	UK
ERR3198449	UK
ERR3198448	UK
Node_58	USA
Node_62	USA
SRR12574867	USA
Node_70	Ireland
ERR373988	USA
Node_74	Germany
Node_76	USA
Node_78	USA
Node_82	Germany
ERR7253713	Germany
ERR363480	USA
ERR363427	USA
SRR12051657	USA
Node_89	USA
Node_56	USA
Node_57	USA
Node_59	USA
Node_61	USA
SRR5483266	USA
ERR459968	Ireland
ERR4298313	Germany
ERR7253688	Germany
SRR5483262	USA
SRR5483261	USA
SRR12574875	USA
Node_77	UK
ERR5412431	UK
SRR30795571	USA
SRR12051543	USA
SRR7800508	USA
SRR12051523	USA
SRR12051770	USA
SRR12051522	USA
SRR12051559	USA
SRR12051503	USA
SRR7800510	USA
SRR12051737	USA
Node_60	USA
ERR374181	UK
ERR340551	UK
SRR12051691	USA
SRR7800425	USA
