node	Australia	Canada	Czech Republic	Denmark	Germany	Ireland	Netherlands	Spain	Sweden	UK	USA
Node_915	0.00043946318101487926	0.00032548395826444067	8.019837417281222e-05	0.00023840480562483242	0.31451626467586297	0.000561039286305891	0.0008095853289472696	7.871438764713129e-05	0.00016000777945667007	0.6826495304336871	0.00014130778901592708
Node_918	0.0003367091151295818	0.0002493801990942719	6.144661206929258e-05	0.0001826613169859159	0.0048975998710428055	0.00042985863163492614	0.00037379870606303806	6.030960716987773e-05	0.00012182184225093237	0.9931781467849401	0.0001082673136191794
ERR2759455	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Node_925	9.258174594287409e-08	6.85697333344957e-08	1.6895398348394208e-08	5.022467143743343e-08	3.5044671190109736e-06	1.1819419444602974e-07	1.0610566825805937e-07	1.6582766780065872e-08	3.350327756809585e-08	0.999995963106175	2.9769249869673238e-08
Node_928	9.437655853969388e-08	6.989904312333101e-08	1.722293671435565e-08	5.119833928545791e-08	3.6039704910465135e-06	1.2048553629643723e-07	1.058878035988825e-07	1.6904244393216003e-08	3.4164311154195205e-08	0.9999958555443718	3.0346363868871256e-08
Node_937	4.252068205063633e-06	3.1492512910828543e-06	7.759670699385973e-07	2.306751869649451e-06	0.9984971053219649	5.428389485516652e-06	2.8449768440661344e-05	7.616086158173245e-07	1.759848387357062e-06	0.0014546437516833848	1.367272986409579e-06
Node_953	0.00022120774361289631	0.00016383527699316566	4.036857274646158e-05	0.00012000308773617718	0.07879625490797106	0.00028240416936706675	0.0002975596533457462	3.9621594785441343e-05	0.0001560377076571746	0.9198115788348462	7.112845093856798e-05
ERR494978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
ERR494845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_963	1.8720271419722104e-10	1.386497960398992e-10	3.4162937802169234e-11	1.0155574883412862e-10	1.804061063635412e-08	2.389917556351065e-10	2.2757874833175578e-10	3.353078858594133e-11	6.773841060904129e-11	0.999999980869784	6.019432561333201e-11
Node_971	3.545081206908397e-14	2.625628524621175e-14	6.4694782495332246e-15	1.923170920182821e-14	2.972486174658812e-14	4.525816760410182e-14	3.884847656765861e-14	6.349767362005684e-15	1.2824562990377654e-14	0.9999999999997682	1.1399049870042163e-14
Node_978	3.54533446643316e-14	2.6258160987255573e-14	6.4699404270945585e-15	1.923308310929282e-14	2.9726985281683464e-14	4.526140083385032e-14	3.885125189102549e-14	6.350220987457569e-15	1.2825479173262803e-14	0.9999999999997682	1.139986421470293e-14
ERR5414264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_35	3.894796025260895e-14	2.8846412662079315e-14	7.107678696524961e-15	2.112887693864028e-14	3.265715695080503e-14	4.972279082113616e-14	4.268079722075038e-14	6.976158581269456e-15	1.4089679204892052e-14	0.9999999999997453	1.252354220802427e-14
ERR115096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_50	1.1362007555168584e-11	8.415155928072026e-12	2.0734718461724276e-12	6.163774889674155e-12	9.526836876663341e-12	1.4505271169777694e-11	1.2450961162986712e-11	2.035104431460649e-12	4.1102805008937965e-12	0.9999999999257038	3.653402649642297e-12
ERR115010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR115018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5413692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_160	3.84554515608409e-14	2.848164108302209e-14	7.017799957983766e-15	2.0861695923971334e-14	3.2244197362136657e-14	4.909403115055152e-14	4.214108568087838e-14	6.887942954208541e-15	1.3911510966359767e-14	0.9999999999997486	1.2365178243686864e-14
ERR4326501	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_169	9.611394658515544e-14	7.118582199925918e-14	1.7539995577471093e-14	5.214084990108722e-14	0.9999999999984638	1.227035672741658e-13	1.0532566629114458e-13	1.721543641569245e-14	3.4769848426407834e-14	9.88441290068827e-13	3.090500912069381e-14
Node_190	2.0746844137269324e-11	1.5365940181152945e-11	3.786126439951822e-12	1.125495440065184e-11	1.739585181946303e-11	2.6486393242302232e-11	2.2735256014696963e-11	3.716068154115369e-12	7.505306478493677e-12	0.9999999998643361	6.671054826780199e-12
ERR5413825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_234	2.2812324046239007e-09	1.6895716975958052e-09	4.16305933841082e-10	1.2375456489408364e-09	1.9127719191424094e-09	2.912328166451632e-09	2.499869493644034e-09	4.0860263059144303e-10	8.252507336581825e-10	2.3460323721080475e-08	0.9999999623561977
Node_236	4.100409670638993e-14	3.036926955561991e-14	7.482906492150241e-15	2.224431029687578e-14	3.438119000537043e-14	5.2347750950703306e-14	4.493399719509667e-14	7.344443181368489e-15	1.483350000699215e-14	4.216888625808643e-13	0.9999999999993234
SRR25361471	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_242	2.613574374189049e-06	7.799419244387273e-08	1.9217559712901083e-08	5.712771705726107e-08	8.829758498544831e-08	1.34439284155373e-07	1.1539924695597216e-07	1.886195899200649e-08	3.8095313957849045e-08	1.090259541418359e-06	0.9999957467332261
SRR12574847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Node_383	2.8326673390704874e-05	2.097985816558039e-05	5.169380771158501e-06	1.5366931291771573e-05	2.375139428639804e-05	3.616314854410613e-05	3.104153998386729e-05	5.073726819446403e-06	1.0247356396283183e-05	0.012729459482968799	0.9870944205073819
Node_579	9.344610526920064e-07	4.643038124526487e-09	1.14403212571829e-09	2.2849593597733564e-07	5.2564048378567695e-09	8.011817487983698e-09	6.869782000089438e-09	1.1228630150346521e-09	2.2678354410339702e-09	1.4550201134077341e-07	0.9999986622252268
Node_596	0.0005236548688496056	0.00038783892662524935	9.556247110316463e-05	0.0002840769799909114	0.00043907423937840703	0.0006685212156434168	0.0005738417034892268	9.379418813059066e-05	0.00018943520372251084	0.9462011207291322	0.05054307947393473
Node_682	2.0012732059812547e-05	1.3343636825871315e-05	3.2878363176705503e-06	9.773698093893562e-06	1.5106392851891198e-05	0.0003448439803909329	1.974308085115375e-05	3.2269983662233804e-06	6.517537014837249e-06	0.03224757034867242	0.9673165737585553
Node_691	0.7490687076864678	0.0015326551028060917	0.0003776421058287521	0.001122610340782533	0.0017351259177362094	0.07023531872686681	0.0022676976308417442	0.0003706542360326351	0.0007486067326015241	0.02128944692191807	0.15125153459811766
Node_816	2.6861031828289023e-08	1.9894351427620185e-08	4.901914823119324e-09	1.457368390371949e-08	2.2522487097841372e-08	3.429205170629997e-08	2.9435437572781055e-08	4.811210047335842e-09	9.717153841130146e-09	0.9999998240374147	8.953262956178382e-09
Node_819	6.780732738247142e-11	5.022081091034516e-11	1.2374273085902373e-11	3.678479351705555e-11	5.685521188739305e-11	8.656601099804413e-11	7.430609385759162e-11	1.2145300183222251e-11	2.4529743903496353e-11	0.9999999995564862	2.192418405268488e-11
Node_833	7.915640911508262e-08	5.8626395100367245e-08	1.4445386055209183e-08	4.2941556264817286e-08	6.637121059658747e-08	1.01054780321853e-07	8.674289023493328e-08	1.4178089386351563e-08	2.8635348360390486e-08	0.9999962802220568	3.227625877793549e-06
Node_840	6.172624652242662e-07	4.5716919903916756e-07	1.1264526423927812e-07	3.348586827647746e-07	5.175633608516284e-07	7.880261826551147e-07	6.764219214389962e-07	1.1056088215501387e-07	2.2329873153350314e-07	0.9999959525424839	2.0965082628091343e-07
Node_844	5.79411851084128e-11	4.291355246661139e-11	1.0573784207836193e-11	3.14325105061851e-11	4.858263086766664e-11	7.397043152937146e-11	6.349436417986572e-11	1.0378127457288173e-11	2.0960602445775228e-11	0.9999999996210911	1.8661714881591064e-11
Node_847	6.418641766588495e-11	4.7539020767261175e-11	1.1713487188831576e-11	3.48204863925777e-11	5.381914488536748e-11	8.194338800951876e-11	7.033815016129045e-11	1.1496741433867692e-11	2.321985614543038e-11	0.9999999995802572	2.0666083975960476e-11
Node_851	1.0939420949639513e-07	8.10217143470444e-08	1.9963533066111556e-08	5.934525903943541e-08	9.172505686720746e-08	1.3965777310424013e-07	1.1987873157815021e-07	1.9594128893263143e-08	3.9574070341036697e-08	0.99999928407196	3.5773563196144054e-08
Node_854	1.4143861398325799e-10	1.0475507828529656e-10	2.581137027342692e-11	7.67290263685599e-11	1.1859370775254147e-10	1.8056716119426958e-10	1.5499432482344058e-10	2.5333758026418148e-11	5.116634312255521e-11	0.9999999990750766	4.553396972765563e-11
ERR7253820	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR7253807	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR7253676	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR4298302	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR4298325	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR7253700	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR7253671	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR4298297	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_890	7.612985122468483e-12	5.638480398168881e-12	1.389306444316454e-12	4.130064070005828e-12	0.9999999998777588	9.719093485609904e-12	8.704534820265754e-12	1.3635987904559815e-12	2.7540545698815786e-12	7.848106110826057e-11	2.447921792451912e-12
ERR7253751	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_907	0.0004297171406656754	0.000318265652096133	7.841980289677552e-05	0.00023311732808895512	0.06968995000994611	0.0005485970345814158	0.0005432893660582864	7.696872696106384e-05	0.00015568009801965663	0.927787821136504	0.0001381737041819413
Node_914	2.2835200569894888e-10	1.6912660241723758e-10	4.167234113643845e-11	1.23878682805843e-10	1.0774914524397836e-08	2.9152486906410343e-10	2.61287868174986e-10	4.0901238313246577e-11	8.264250047076562e-11	0.9999999879122737	7.342557736130197e-11
ERR5412420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_917	0.00010100680462250168	7.48096677957225e-05	1.8432901460387097e-05	5.4795177076562004e-05	0.0006973540179297231	0.0001289500190814125	0.00011132714702722826	1.8091820014802084e-05	3.654187879157069e-05	0.9987262122797644	3.247828643583052e-05
ERR369153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_924	7.122823709041545e-12	5.275447307063824e-12	1.2998560645410496e-12	3.864060638026529e-12	2.6813321360541116e-10	9.093330460528492e-12	8.161278526616874e-12	1.275803595834552e-12	2.577586834883064e-12	0.9999999996909062	2.2903123769187176e-12
ERR5412265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR1413188	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR1413174	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Node_940	1.1390652462452007e-07	8.436371488804998e-08	2.0786993034241506e-08	6.179314558588297e-08	7.696303792336083e-07	1.454184060046692e-07	1.2529645837451038e-07	2.040235160116498e-08	4.185828625952669e-08	0.9999985799176067	3.662613369823168e-08
Node_952	0.0002200765795609319	0.00016299749178388018	4.0162144718336963e-05	0.00011938944173926289	0.07817636343034153	0.00028096007234182016	0.00029588584456073777	3.941898649076418e-05	0.0001550300015651916	0.9204389512774154	7.076472948217108e-05
Node_961	4.245105925901402e-09	3.144094749469899e-09	7.746965119181081e-10	2.302927434658597e-09	1.95023067335011e-08	5.419501113746304e-09	4.671963497049018e-09	7.603615681360653e-10	1.5357096199144168e-09	0.9999999562783379	1.3649949175785665e-09
Node_962	4.882895814956194e-14	3.6164673772545317e-14	8.910878602170246e-15	2.6489230268983673e-14	1.3183037993565814e-12	6.233733567400479e-14	5.511119816511467e-14	8.745992170069954e-15	1.7665380821041127e-14	0.9999999999984017	1.5700742202931282e-14
ERR5413138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
SRR6388685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_977	3.5453344483416936e-14	2.6258160853262957e-14	6.469940394079137e-15	1.9233083011148432e-14	2.972698512878753e-14	4.5261400602886185e-14	3.885125169277039e-14	6.3502209550530634e-15	1.282547910781574e-14	0.9999999999997682	1.1399864156530629e-14
ERR5414381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_34	4.895273135733359e-11	3.625634514646892e-11	8.933466182787389e-12	2.655636469666279e-11	4.104597572603145e-11	6.249535034998203e-11	5.3644442145702624e-11	8.768161791275386e-12	1.7708970548255817e-11	0.9999999996798976	1.5740531554808934e-11
Node_49	2.986822805019231e-06	2.2121600880580614e-06	5.450703113549564e-07	1.6203213486782814e-06	2.5043966486337914e-06	3.8131179294253834e-06	3.2730848457410116e-06	5.349843587911717e-07	1.0805026730958949e-06	0.9999804691394935	9.60399497789922e-07
ERR119098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5412202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_159	1.3869341576881957e-11	1.0272187500532102e-11	2.531039443952099e-12	7.523978393150288e-12	1.1629190893256595e-11	1.7706251253760937e-11	1.5198602226892453e-11	2.484205222316903e-12	5.017324972448294e-12	0.9999999999093082	4.459624676338529e-12
ERR4326502	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
ERR4326516	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
SRR6045566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_189	5.069092148712887e-07	3.7543718078042897e-07	9.250671419619447e-08	2.749931537007958e-07	4.2503416565318073e-07	6.471440530614972e-07	5.554922329418222e-07	9.079497478977721e-08	1.8337772189396496e-07	0.9999966853162	1.6299438807329412e-07
Node_231	1.3798964952949987e-12	1.0220063766130128e-12	2.5181962956226273e-13	7.485799782081279e-13	1.1570181372898973e-12	1.7616405158412907e-12	1.5121480590851957e-12	2.471599722933122e-13	4.991865768723797e-13	1.4190933994809829e-11	0.9999999999772297
Node_233	1.1474788668557463e-09	8.498686118515989e-10	2.0940534610196595e-10	6.224957510030681e-10	9.62140179090119e-10	1.4649252823071962e-09	1.2574551404931634e-09	2.0553052051820472e-10	4.151079805856459e-10	1.1800737892668587e-08	0.9999999810648544
SRR14736604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR13786055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR5483264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
SRR7800622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Node_247	5.030557342200335e-05	3.725830951447916e-05	9.180347515002196e-06	2.729026468252539e-05	4.21803042119696e-05	6.422244448041779e-05	5.5126936294319976e-05	9.010474844217391e-06	1.8198367849555284e-05	0.013878694752708415	0.9858085322244771
Node_382	6.657410134223255e-07	4.930743448938965e-07	1.2149219586018113e-07	3.611578076243929e-07	5.582117422448609e-07	8.499161680180381e-07	7.295467334429851e-07	1.192441106154179e-07	2.4083616306471214e-07	0.999940488189377	5.5372590343908826e-05
Node_393	0.4141370098018553	0.0008979726948625809	0.0002212580631118139	0.10131523005473744	0.0010165990335503337	0.0015478426763072038	0.001328629349797182	0.00021716391547175305	0.0004386038345072326	0.0459957385558272	0.432883952019972
Node_578	6.333933393716181e-12	3.159500431423203e-14	7.784924212264505e-15	1.5488338001362416e-12	3.5768849817921885e-14	5.45188616483749e-14	4.6747579043636406e-14	7.640872381368857e-15	1.5432195160823927e-14	9.88092381109195e-13	0.9999999999909297
Node_581	1.6321355062123892e-10	1.2088245467814483e-10	2.97851125533145e-11	8.854170361188661e-11	1.368515850226248e-10	2.083660504288402e-10	1.7885619248753815e-10	2.923397038676927e-11	5.904356385200462e-11	0.999999998257629	7.27596906619077e-10
Node_595	0.00020030403564758007	0.00014835291561885716	3.655376043674458e-05	0.00010866275830128454	0.0001679510206769091	0.00025571715600717363	0.00021950114847191273	3.587737156339633e-05	7.246117618372525e-05	0.9825355319585773	0.016219086698515007
Node_603	2.0251846632011808e-05	1.3521839799041758e-05	3.33174505221272e-06	9.90422484893466e-06	1.5308137260534197e-05	0.00034966274134294514	2.000674777747814e-05	3.27009461583562e-06	6.6045780883588205e-06	0.03222607954039637	0.9673320585041864
Node_681	2.654369132175148e-05	1.8095122477384102e-05	4.458589635870974e-06	1.3253976766099344e-05	2.0485571694322536e-05	0.00034901816833981066	2.677332055431637e-05	4.3760881261905424e-06	8.838342355907572e-06	0.044279693890606736	0.9552484632381215
Node_683	1.5647846961022866e-09	4.562912714406075e-11	1.1242894523559434e-11	3.3421563496443234e-11	5.165694549709129e-11	0.9999999972360052	6.751229505758792e-11	1.1034856590687346e-11	2.2286991848525488e-11	6.33593226646674e-10	3.228321978366316e-10
Node_690	0.9984500514552516	1.2120988694339143e-05	2.9865790985058664e-06	8.878153482859255e-06	1.372222726015822e-05	0.00042083718132636237	1.79340657237901e-05	2.9313155949027773e-06	5.920349415704053e-06	0.00016835152543797247	0.0008962661587138816
Node_740	6.695147643583475e-08	4.958693356667371e-08	1.221808740887783e-08	3.632050322712874e-08	5.61375964202572e-08	8.547339158184137e-08	7.336821673983034e-08	1.1992004557805355e-08	2.422013422927872e-08	0.9999995622036661	2.1527989576726654e-08
Node_815	5.570371473324698e-11	4.125639267363711e-11	1.0165464480264113e-11	3.2097068648321034e-11	4.670655261500859e-11	7.111397202000854e-11	6.104245094098276e-11	9.977363256622174e-12	2.015118291231597e-11	0.9999999996332308	1.8555097633736677e-11
Node_818	4.0294600603033274e-14	2.984378821150404e-14	7.353429356341505e-15	2.1859415792542e-14	3.378629041491569e-14	5.144197498434143e-14	4.4156501811002e-14	7.217361883716147e-15	1.457683515397829e-14	0.9999999999997365	1.2965194545503896e-14
ERR340529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_823	5.3238626693444745e-05	3.943065016102995e-05	9.715606422682916e-06	2.8881419835388934e-05	4.463962108654806e-05	6.796692513574373e-05	5.834110478374403e-05	9.535829349035314e-06	1.9259421200837117e-05	0.9996496268061943	1.9363989137337535e-05
Node_832	9.505389007220476e-11	7.040070186927141e-11	1.7346544083595815e-11	5.15657798983223e-11	7.970095960710926e-11	1.2135024946470196e-10	1.0416401220763316e-10	1.7025564538153693e-11	3.4386366053783096e-11	0.9999999993783705	3.063531925137999e-11
Node_836	1.7695326329950778e-08	1.3105864394270078e-08	3.2292498289437467e-09	9.599536663529467e-09	1.4837209586969106e-08	2.2590682641896074e-08	1.939127569056777e-08	3.169495958823091e-09	6.4013999654366815e-09	0.999999884280222	5.699736876644093e-09
Node_839	6.878476941332134e-07	5.094474346065078e-07	1.255264812414403e-07	3.7315045993693004e-07	5.767477926918956e-07	8.781385928901698e-07	7.537721555026967e-07	1.2320374579075594e-07	2.488333994719681e-07	0.9999954910593272	2.3227291646657057e-07
ERR5413008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_843	3.95869888409371e-14	2.931970271994805e-14	7.224296097135207e-15	2.1475543524399516e-14	3.319297081036873e-14	5.0538604656317377e-14	4.338107136655419e-14	7.090618099591556e-15	1.4320851973732895e-14	0.9999999999997412	1.2731232222235347e-14
Node_845	4.0033082620914427e-14	2.965009756424139e-14	7.30570450045165e-15	2.171754491597695e-14	3.3567012338936875e-14	5.1108108875910926e-14	4.386991951267436e-14	7.170520126066262e-15	1.4482229314533615e-14	0.9999999999997383	1.2874403297719565e-14
Node_846	4.0033082620914427e-14	2.965009756424139e-14	7.30570450045165e-15	2.171754491597695e-14	3.3567012338936875e-14	5.1108108875910926e-14	4.386991951267436e-14	7.170520126066262e-15	1.4482229314533615e-14	0.9999999999997383	1.2874403297719565e-14
Node_849	9.357418924086683e-11	6.930477642101255e-11	1.7076510993084744e-11	5.076305707102785e-11	7.846025734758781e-11	1.1946119405750813e-10	1.025424943997685e-10	1.6760528125841397e-11	3.385107460597655e-11	0.9999999993881176	3.008837465919772e-11
Node_850	7.849421262985662e-12	5.8135944332610005e-12	1.4324540727964078e-12	4.258232134095606e-12	6.581597097657705e-12	1.0020938939933322e-11	8.601722787350083e-12	1.4059480174728165e-12	2.839579449660565e-12	0.9999999999486299	2.5666837948672097e-12
ERR5412004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_853	1.783147256402155e-11	1.3206699724920275e-11	3.254095383916145e-12	9.673394626993625e-12	1.495136573033278e-11	2.2764493302939357e-11	1.9540470405029524e-11	3.193881772944351e-12	6.450651755532336e-12	0.9999999998833984	5.735135577110986e-12
Node_884	6.555890121424396e-07	4.855553681972034e-07	1.1963954017254366e-07	3.5565044921987077e-07	0.9999895206824869	8.369556480999567e-07	7.184217630941427e-07	1.1742573637183092e-07	2.3716361040325135e-07	6.742114674242065e-06	2.1080171108918547e-07
Node_889	1.92624438250126e-11	1.426653410994005e-11	3.515235733272573e-12	1.0449710611665396e-11	0.999999999691935	2.4591338257587897e-11	2.1215692468836336e-11	3.450189994919724e-12	6.9683171644156375e-12	1.9815190843652177e-10	6.193752706814858e-12
Node_899	2.7712519910998838e-08	2.052499746004576e-08	5.057304313779462e-09	1.503376434336501e-08	6.224626223974064e-07	3.5379101286025984e-08	3.0994188728504616e-08	4.963724218979224e-09	1.0027148196185454e-08	0.9999992189337917	8.910837386990716e-09
Node_906	2.436512702586294e-08	1.8045784790615397e-08	4.446432962769857e-09	1.321783763662419e-08	8.205110481986722e-07	3.110566269914588e-08	2.753569003903117e-08	4.364156399533355e-09	8.816864911196006e-09	0.9999990397568969	7.834498431862492e-09
Node_911	1.1620544163104919e-11	8.606638450710325e-12	2.1206526260793246e-12	6.304028639731419e-12	1.7759811823882038e-10	1.4835331116245966e-11	1.2909534072535636e-11	2.0814121806811376e-12	4.204357674998523e-12	0.9999999997559829	3.736534136468559e-12
Node_913	2.2165611125776104e-11	1.6416735595248108e-11	4.0450396111201275e-12	1.202462168211033e-11	3.355898951115067e-10	2.829765765091091e-11	2.4620985891471954e-11	3.9701904094915125e-12	8.01959316949299e-12	0.9999999995377223	7.1272533730906546e-12
ERR5413695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_916	4.7380845585834854e-11	3.509214385509951e-11	8.646610107681277e-12	2.5703632515268797e-11	7.435680035610374e-11	6.048860732919145e-11	5.1958060366789034e-11	8.48661368599614e-12	1.7140444034622946e-11	0.9999999996555112	1.5235098764885425e-11
Node_921	3.646475403939326e-14	2.7007251106843286e-14	6.654514223051172e-15	1.9781762555785766e-14	4.956450144638134e-14	4.6552613427900304e-14	3.99853679706727e-14	6.531379439536972e-15	1.319142533243059e-14	0.9999999999997425	1.172507839253695e-14
Node_923	3.570194717358472e-11	2.6442285920223366e-11	6.5153083166441186e-12	1.9367947496396376e-11	4.73127633526057e-11	4.557877844451414e-11	3.914726451879673e-11	6.394749391949178e-12	1.291546968150971e-11	0.9999999997491437	1.1479801258824769e-11
ERR5412162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_939	2.3516409920419198e-11	1.741719105430142e-11	4.29154915240819e-12	1.2757415998894508e-11	1.9787271357045618e-11	3.002215067883481e-11	2.577031010696164e-11	4.212138551106622e-12	8.507281907556181e-12	0.9999999998461566	7.561596302157618e-12
Node_950	6.760539489725827e-05	5.007125165838459e-05	1.2337422087443263e-05	3.667525292929058e-05	0.004156174143643135	8.630821452662608e-05	7.696088742691862e-05	1.2109131073713326e-05	2.8420780778902238e-05	0.9954515993042151	2.1738216763195983e-05
Node_951	1.0380992767663337e-10	7.68857725220715e-11	1.894444809559902e-11	5.631584625500619e-11	2.9150418848171996e-09	1.325286173022823e-10	1.1574328343122732e-10	1.8593901017802258e-11	4.028851375818221e-11	0.9999999964884683	3.337962067147819e-11
Node_957	6.9622992306732056e-12	5.156556476444063e-12	1.2705616828129848e-12	3.776977348820182e-12	5.8434799920333695e-12	8.888397390662624e-12	7.629584685027215e-12	1.2470512758154805e-12	2.518657261104864e-12	0.9999999999544676	2.2386961400892243e-12
Node_960	2.077008950006245e-11	1.5383156623895037e-11	3.790368525258567e-12	1.12675647763251e-11	1.7417205356237618e-11	2.6516069361519456e-11	2.2760731588230945e-11	3.720231744097289e-12	7.51371564215708e-12	0.9999999998641823	6.678529269105482e-12
ERR363330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR337740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ERR5413920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_976	3.54533444834041e-14	2.625816085325345e-14	6.469940394076795e-15	1.9233083011141468e-14	2.972698512877652e-14	4.52614006028698e-14	3.885125169275633e-14	6.350220955050765e-15	1.2825479107811098e-14	0.9999999999997682	1.1399864156526503e-14
ERR5412596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_33	4.643921284842763e-11	3.439473309614834e-11	8.474769967550409e-12	2.5192806171050336e-11	3.89384361293055e-11	5.928647485989746e-11	5.08900238631171e-11	8.317953266840363e-12	1.6799688798034477e-11	0.9999999996963336	1.4932320933950548e-11
ERR119099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_48	5.927591331226698e-11	4.390210540519234e-11	1.0817361000013818e-11	3.215658714031097e-11	4.9701776213334066e-11	7.567440808816735e-11	6.495701494370696e-11	1.0617197117229072e-11	2.14434490979765e-11	0.9999999996123943	1.905990448461626e-11
ERR5413153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Node_158	1.3869286753850497e-11	1.0272146896408581e-11	2.5310294392049885e-12	7.523948652206792e-12	1.1629144925140901e-11	1.770618126411044e-11	1.5198542149530927e-11	2.48419540269711e-12	5.017305139858313e-12	0.9999999999093085	4.459607048238264e-12
Node_180	3.441034808095815e-11	2.5485676121450208e-11	6.279602228428681e-12	1.8667267946840412e-11	2.8852451597549538e-11	4.3929862529767663e-11	3.770829278897687e-11	6.16340479687547e-12	1.2448168341675777e-11	0.9999999997749904	1.106449333391778e-11
Node_188	2.3278049214827128e-12	1.7240651609582421e-12	4.2480503068142944e-13	1.2628107711975707e-12	1.9518221282621633e-12	2.9717848234566527e-12	2.5509055975945042e-12	4.169444605878972e-13	8.420986460533159e-13	0.9999999999847784	7.484952484586813e-13
